  9809     SAGA-LS   BL11
 20190219_09_K2  19.02.19 18:47 - 19.02.19 19:16
 S-K ROI 215-255ch, CEY 400V
 Ring :   1.4 GeV   204.1 mA -  193.0 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle= 53.80180 deg
 BL11      Transmission( 2)   Repetition=  1     Points=475
 Param file : --              energy axis(2)     Block =    3

 Block      Init-Eng  final-Eng      Step/eV     Time/s       Num
     1        2440.00   2442.00         0.50       3.00         4
     2        2442.00   2532.96         0.20       3.00       450
     3        2532.96   2540.00         0.35       3.00        21
 CAMAC( 1)     NDCH = 9
  Angle(c)  Angle(o)    time/s         1         2         3         1         2         3         1         2         3
      Mode         0         0         3         1         4       103       101       104         5         5         5
    Offset         0         0     0.000191361.400230259.300     0.000     0.000     0.000     0.000     0.000     0.000
  52.32962  52.32980      3.00    137504  10274535  20156989    153357         0         0   2955463         0         0
  52.32361  52.32380      3.00    136996  10262292  20136398    152723         0         0   2955262         0         0
  52.31761  52.31770      3.00    137454  10263728  20139238    152932         0         0   2955637         0         0
  52.31161  52.31180      3.00    137211  10290538  20165250    153197         0         0   2955027         0         0
  52.30561  52.30570      3.00    136562  10327308  20193209    152254         0         0   2955310         0         0
  52.29961  52.29980      3.00    137056  10373566  20245277    152958         0         0   2955113         0         0
  52.29361  52.29370      3.00    135914  10366689  20205970    151533         0         0   2956822         0         0
  52.28762  52.28770      3.00    134957  10364643  20140495    150365         0         0   2955612         0         0
  52.28163  52.28180      3.00    133919  10356769  20060442    149149         0         0   2956177         0         0
  52.27564  52.27580      3.00    132247  10342844  19991758    147438         0         0   2956723         0         0
  52.26965  52.26980      3.00    130867  10352591  19927000    145734         0         0   2957465         0         0
  52.26366  52.26380      3.00    129841  10380960  19888172    144336         0         0   2960882         0         0
  52.25768  52.25770      3.00    128016  10391816  19836753    142302         0         0   2957802         0         0
  52.25169  52.25180      3.00    126446  10415139  19776995    140794         0         0   2958054         0         0
  52.24571  52.24580      3.00    125133  10437027  19745252    139048         0         0   2962291         0         0
  52.23973  52.23980      3.00    123817  10451988  19694044    137713         0         0   2959766         0         0
  52.23375  52.23380      3.00    121681  10461674  19639608    135247         0         0   2960620         0         0
  52.22778  52.22780      3.00    120506  10438121  19539209    134016         0         0   2960482         0         0
  52.22180  52.22190      3.00    118821  10422517  19446188    131946         0         0   2961209         0         0
  52.21583  52.21590      3.00    117788  10411123  19393825    130701         0         0   2961006         0         0
  52.20986  52.21000      3.00    116510  10426050  19384955    129200         0         0   2962793         0         0
  52.20389  52.20400      3.00    116296  10455398  19391607    129092         0         0   2961319         0         0
  52.19792  52.19800      3.00    115260  10471351  19374183    128016         0         0   2961618         0         0
  52.19196  52.19210      3.00    114257  10469195  19345656    126754         0         0   2962727         0         0
  52.18599  52.18610      3.00    113456  10470661  19314319    125868         0         0   2962366         0         0
  52.18003  52.18010      3.00    112185  10466090  19267766    124737         0         0   2963318         0         0
  52.17407  52.17410      3.00    111637  10464406  19224736    123644         0         0   2963747         0         0
  52.16811  52.16810      3.00    110196  10469159  19192443    122070         0         0   2963680         0         0
  52.16216  52.16230      3.00    109432  10497384  19187254    121257         0         0   2964074         0         0
  52.15620  52.15620      3.00    108630  10513843  19185214    120368         0         0   2964777         0         0
  52.15025  52.15030      3.00    108077  10535528  19184832    119802         0         0   2964210         0         0
  52.14430  52.14430      3.00    107481  10554512  19181822    118991         0         0   2964398         0         0
  52.13835  52.13840      3.00    106417  10572822  19188834    117761         0         0   2964656         0         0
  52.13240  52.13250      3.00    105561  10537305  19098969    116933         0         0   2965205         0         0
  52.12645  52.12640      3.00    105006  10513416  19036214    116321         0         0   2964966         0         0
  52.12051  52.12050      3.00    104543  10511887  19030362    115717         0         0   2965081         0         0
  52.11457  52.11450      3.00    103939  10519328  19013172    114860         0         0   2968765         0         0
  52.10862  52.10860      3.00    103712  10543962  19034094    114740         0         0   2965401         0         0
  52.10269  52.10270      3.00    102941  10530010  19021863    113846         0         0   2966085         0         0
  52.09675  52.09670      3.00    102988  10574739  19062555    114056         0         0   2965747         0         0
  52.09081  52.09080      3.00    101858  10603529  19109853    112833         0         0   2966572         0         0
  52.08488  52.08490      3.00    102037  10618486  19126785    113282         0         0   2965994         0         0
  52.07895  52.07890      3.00    102418  10647692  19167359    113436         0         0   2967235         0         0
  52.07302  52.07300      3.00    102283  10631548  19132465    113327         0         0   2966444         0         0
  52.06709  52.06700      3.00    103048  10658415  19163115    113896         0         0   2967133         0         0
  52.06116  52.06120      3.00    101823  10639835  19130799    112606         0         0   2966651         0         0
  52.05523  52.05520      3.00    101323  10627928  19096946    112206         0         0   2966397         0         0
  52.04931  52.04930      3.00    100934  10621726  19067786    111578         0         0   2967183         0         0
  52.04339  52.04340      3.00    100776  10624649  19073913    111443         0         0   2966541         0         0
  52.03747  52.03740      3.00    100827  10647230  19099057    111723         0         0   2966393         0         0
  52.03155  52.03150      3.00    100479  10663871  19133560    111313         0         0   2967056         0         0
  52.02563  52.02560      3.00    100877  10719831  19200285    111638         0         0   2967149         0         0
  52.01972  52.01970      3.00    101422  10737937  19235471    112284         0         0   2966759         0         0
  52.01381  52.01370      3.00    101172  10743291  19260414    111952         0         0   2967036         0         0
  52.00790  52.00780      3.00    101509  10740791  19242060    112158         0         0   2966942         0         0
  52.00199  52.00190      3.00    101720  10761516  19290398    112309         0         0   2966827         0         0
  51.99608  51.99600      3.00    101716  10733006  19255999    112450         0         0   2966169         0         0
  51.99017  51.99010      3.00    102061  10736903  19262319    112775         0         0   2965982         0         0
  51.98427  51.98420      3.00    101802  10737594  19277652    112766         0         0   2966635         0         0
  51.97836  51.97820      3.00    102665  10743026  19295569    113776         0         0   2966170         0         0
  51.97246  51.97240      3.00    102702  10754613  19314039    113623         0         0   2966326         0         0
  51.96656  51.96650      3.00    102729  10773385  19342765    113849         0         0   2965615         0         0
  51.96067  51.96060      3.00    102942  10755407  19321488    114103         0         0   2965596         0         0
  51.95477  51.95470      3.00    102713  10751529  19309488    113566         0         0   2966442         0         0
  51.94888  51.94880      3.00    102822  10762669  19322817    113676         0         0   2967210         0         0
  51.94298  51.94290      3.00    102250  10775979  19331024    112884         0         0   2966634         0         0
  51.93709  51.93700      3.00    102428  10793779  19366823    113276         0         0   2966418         0         0
  51.93120  51.93110      3.00    102390  10824253  19410102    113229         0         0   2965834         0         0
  51.92532  51.92520      3.00    102183  10833759  19401977    113202         0         0   2965814         0         0
  51.91943  51.91940      3.00    100782  10808225  19359420    111515         0         0   2966490         0         0
  51.91355  51.91350      3.00    100915  10812854  19349163    111699         0         0   2966733         0         0
  51.90767  51.90750      3.00    100874  10835636  19393041    111784         0         0   2966642         0         0
  51.90179  51.90170      3.00    100676  10827356  19371227    111546         0         0   2967070         0         0
  51.89591  51.89580      3.00    100025  10811672  19328272    110594         0         0   2966900         0         0
  51.89003  51.88990      3.00     99829  10815832  19328284    110471         0         0   2967483         0         0
  51.88416  51.88410      3.00     99999  10846121  19366358    110420         0         0   2967626         0         0
  51.87828  51.87820      3.00    100205  10870573  19401694    110905         0         0   2966914         0         0
  51.87241  51.87230      3.00     99754  10851084  19360281    110526         0         0   2966918         0         0
  51.86654  51.86640      3.00     99553  10859671  19388738    110233         0         0   2966905         0         0
  51.86067  51.86060      3.00    100361  10898727  19444019    110951         0         0   2966894         0         0
  51.85480  51.85470      3.00    100706  10942147  19510408    111439         0         0   2967167         0         0
  51.84894  51.84880      3.00    100617  10937748  19523968    111333         0         0   2967050         0         0
  51.84308  51.84300      3.00    101451  10980672  19602468    112162         0         0   2967651         0         0
  51.83722  51.83710      3.00    102196  11036301  19687910    113309         0         0   2965986         0         0
  51.83136  51.83130      3.00    102293  11094362  19795482    113377         0         0   2966349         0         0
  51.82550  51.82540      3.00    103132  11109589  19822750    114464         0         0   2966114         0         0
  51.81964  51.81950      3.00    102370  11093329  19818734    113642         0         0   2965998         0         0
  51.81379  51.81370      3.00    103632  11084832  19825665    114687         0         0   2966039         0         0
  51.80793  51.80790      3.00    104005  11097199  19844858    115033         0         0   2965267         0         0
  51.80208  51.80200      3.00    104631  11124985  19888321    115812         0         0   2966451         0         0
  51.79623  51.79610      3.00    104383  11139940  19906837    115713         0         0   2965198         0         0
  51.79038  51.79030      3.00    105172  11153727  19964411    116542         0         0   2964782         0         0
  51.78454  51.78440      3.00    105113  11163985  19972509    116434         0         0   2964998         0         0
  51.77869  51.77860      3.00    104910  11176383  20003686    116343         0         0   2966395         0         0
  51.77285  51.77280      3.00    105242  11124610  19918238    116476         0         0   2965402         0         0
  51.76701  51.76690      3.00    104608  11082248  19846198    115910         0         0   2964984         0         0
  51.76117  51.76120      3.00    104314  11059696  19828978    115414         0         0   2965156         0         0
  51.75533  51.75530      3.00    104362  11083009  19852077    115876         0         0   2965134         0         0
  51.74950  51.74950      3.00    104614  11114374  19924677    115990         0         0   2965385         0         0
  51.74366  51.74370      3.00    105074  11182844  20022919    116591         0         0   2965428         0         0
  51.73783  51.73780      3.00    105699  11206018  20062245    117072         0         0   2965358         0         0
  51.73200  51.73200      3.00    105471  11214832  20074669    116895         0         0   2964817         0         0
  51.72617  51.72610      3.00    105934  11241700  20112395    117451         0         0   2964719         0         0
  51.72034  51.72040      3.00    106054  11220657  20096415    117492         0         0   2964691         0         0
  51.71452  51.71450      3.00    104904  11210147  20078276    116335         0         0   2965505         0         0
  51.70869  51.70870      3.00    105497  11199252  20049338    116884         0         0   2964637         0         0
  51.70287  51.70290      3.00    105464  11223266  20077470    116821         0         0   2964849         0         0
  51.69705  51.69700      3.00    105903  11232367  20108278    117349         0         0   2964502         0         0
  51.69123  51.69130      3.00    105822  11256155  20133233    117267         0         0   2964923         0         0
  51.68541  51.68540      3.00    105615  11267686  20162532    116923         0         0   2965198         0         0
  51.67960  51.67960      3.00    106062  11297122  20190073    117608         0         0   2964682         0         0
  51.67378  51.67380      3.00    105878  11293983  20198320    117464         0         0   2965118         0         0
  51.66797  51.66800      3.00    105788  11319392  20225888    117097         0         0   2964847         0         0
  51.66216  51.66230      3.00    105878  11333855  20256046    117298         0         0   2964620         0         0
  51.65635  51.65640      3.00    106684  11370517  20321360    118080         0         0   2964498         0         0
  51.65054  51.65060      3.00    105782  11363422  20315147    117367         0         0   2965083         0         0
  51.64474  51.64480      3.00    105690  11377065  20311017    117241         0         0   2965341         0         0
  51.63893  51.63900      3.00    105406  11334631  20240928    116679         0         0   2964863         0         0
  51.63313  51.63330      3.00    105219  11300257  20189240    116708         0         0   2965026         0         0
  51.62733  51.62740      3.00    105430  11283650  20152654    116917         0         0   2965257         0         0
  51.62153  51.62160      3.00    104421  11291521  20174869    115781         0         0   2965499         0         0
  51.61573  51.61580      3.00    104325  11338487  20231942    115555         0         0   2965716         0         0
  51.60994  51.61010      3.00    105179  11378799  20300793    116704         0         0   2964795         0         0
  51.60414  51.60430      3.00    105436  11389105  20308394    116842         0         0   2966253         0         0
  51.59835  51.59850      3.00    105415  11420919  20367948    116711         0         0   2965363         0         0
  51.59256  51.59270      3.00    105761  11442427  20395452    117300         0         0   2965195         0         0
  51.58677  51.58690      3.00    104988  11448013  20388342    116407         0         0   2964782         0         0
  51.58098  51.58120      3.00    105142  11482167  20430889    116441         0         0   2966435         0         0
  51.57520  51.57530      3.00    105802  11502317  20474047    117261         0         0   2965266         0         0
  51.56941  51.56960      3.00    105580  11514369  20482204    116981         0         0   2965504         0         0
  51.56363  51.56380      3.00    105208  11519499  20484618    116412         0         0   2965007         0         0
  51.55785  51.55800      3.00    105080  11520710  20499988    116560         0         0   2964836         0         0
  51.55207  51.55230      3.00    104708  11540718  20501407    116210         0         0   2965352         0         0
  51.54629  51.54650      3.00    105492  11593567  20591320    116981         0         0   2964806         0         0
  51.54052  51.54080      3.00    105108  11621345  20643534    116488         0         0   2965254         0         0
  51.53474  51.53490      3.00    105635  11605806  20622570    117183         0         0   2964662         0         0
  51.52897  51.52920      3.00    105204  11603331  20603406    116617         0         0   2964879         0         0
  51.52320  51.52340      3.00    104816  11619212  20630794    116161         0         0   2965191         0         0
  51.51743  51.51770      3.00    104825  11632490  20638805    116044         0         0   2965114         0         0
  51.51166  51.51190      3.00    104115  11613990  20616914    115326         0         0   2965966         0         0
  51.50590  51.50610      3.00    104078  11621124  20609781    115294         0         0   2965133         0         0
  51.50013  51.50040      3.00    104115  11635964  20637288    115478         0         0   2965754         0         0
  51.49437  51.49460      3.00    104559  11681223  20688490    115877         0         0   2965632         0         0
  51.48861  51.48890      3.00    104667  11691359  20725300    115963         0         0   2965014         0         0
  51.48285  51.48310      3.00    104242  11703561  20754106    115641         0         0   2965241         0         0
  51.47709  51.47730      3.00    104297  11731410  20792639    115553         0         0   2965482         0         0
  51.47134  51.47170      3.00    104388  11750609  20817712    115644         0         0   2965146         0         0
  51.46558  51.46590      3.00    104726  11768878  20829662    116105         0         0   2965026         0         0
  51.45983  51.46020      3.00    105540  11794336  20894405    116853         0         0   2964758         0         0
  51.45408  51.45440      3.00    105037  11819351  20915258    116475         0         0   2964862         0         0
  51.44833  51.44870      3.00    105486  11829533  20925103    116844         0         0   2965013         0         0
  51.44258  51.44300      3.00    104895  11846885  20958693    116093         0         0   2965658         0         0
  51.43684  51.43720      3.00    104766  11845843  20947213    116149         0         0   2965441         0         0
  51.43109  51.43150      3.00    105220  11872398  20968323    116504         0         0   2968308         0         0
  51.42535  51.42570      3.00    104913  11875727  21002025    116422         0         0   2965238         0         0
  51.41961  51.42000      3.00    105169  11873416  20991671    116368         0         0   2964730         0         0
  51.41387  51.41430      3.00    104942  11852990  20959209    116176         0         0   2965368         0         0
  51.40813  51.40860      3.00    104398  11850784  20956724    115758         0         0   2965578         0         0
  51.40240  51.40280      3.00    105105  11862690  20965887    116456         0         0   2964986         0         0
  51.39666  51.39700      3.00    104513  11880909  20998533    115825         0         0   2965012         0         0
  51.39093  51.39140      3.00    104617  11885416  21031921    115925         0         0   2965019         0         0
  51.38520  51.38560      3.00    105324  11950062  21120440    116885         0         0   2964974         0         0
  51.37947  51.37990      3.00    105587  11938835  21094745    117245         0         0   2964919         0         0
  51.37374  51.37410      3.00    105525  11917972  21066151    116890         0         0   2964829         0         0
  51.36801  51.36840      3.00    105552  11892632  21033896    117145         0         0   2965410         0         0
  51.36229  51.36270      3.00    105309  11933387  21097612    116659         0         0   2964981         0         0
  51.35656  51.35700      3.00    106112  11943099  21118606    117646         0         0   2964610         0         0
  51.35084  51.35130      3.00    106032  11935274  21113099    117686         0         0   2965129         0         0
  51.34512  51.34550      3.00    105957  11954235  21156381    117454         0         0   2964771         0         0
  51.33940  51.33990      3.00    105456  11941687  21144102    117158         0         0   2965331         0         0
  51.33369  51.33420      3.00    106660  11930678  21140987    118287         0         0   2968194         0         0
  51.32797  51.32840      3.00    105743  11927765  21129548    117270         0         0   2964810         0         0
  51.32226  51.32280      3.00    107030  11971670  21212572    118896         0         0   2964318         0         0
  51.31655  51.31700      3.00    107509  11996876  21260133    119454         0         0   2964811         0         0
  51.31084  51.31140      3.00    108018  12043813  21348553    119986         0         0   2964760         0         0
  51.30090  51.30150      3.00    108743  12055745  21376229    120732         0         0   2964596         0         0
  51.29096  51.29150      3.00    108809  12040597  21375871    120658         0         0   2964309         0         0
  51.28103  51.28160      3.00    110258  12027145  21386166    122299         0         0   2963671         0         0
  51.27111  51.27170      3.00    110201  12041548  21408454    122268         0         0   2963719         0         0
  51.26119  51.26180      3.00    110943  12082144  21488590    123130         0         0   2963358         0         0
  51.25127  51.25190      3.00    111813  12102464  21544191    124112         0         0   2963687         0         0
  51.24136  51.24200      3.00    112480  12144147  21646580    124788         0         0   2962693         0         0
  51.23146  51.23200      3.00    113117  12174068  21700941    125721         0         0   2962544         0         0
  51.22155  51.22220      3.00    113703  12185796  21728141    126412         0         0   2962591         0         0
  51.21166  51.21230      3.00    114409  12167319  21723194    127066         0         0   2961919         0         0
  51.20177  51.20240      3.00    114578  12165143  21734798    127346         0         0   2961830         0         0
  51.19188  51.19250      3.00    114435  12173964  21759944    127318         0         0   2962285         0         0
  51.18200  51.18260      3.00    116003  12202034  21822552    128815         0         0   2961558         0         0
  51.17212  51.17270      3.00    117201  12240280  21894293    130089         0         0   2961158         0         0
  51.16225  51.16290      3.00    117118  12292211  21991063    130178         0         0   2961308         0         0
  51.15239  51.15340      3.00    117928  12307647  22015502    131347         0         0   2960932         0         0
  51.14252  51.14320      3.00    118544  12316114  22037116    131608         0         0   2960869         0         0
  51.13267  51.13330      3.00    117675  12317563  22056480    130810         0         0   2961691         0         0
  51.12281  51.12340      3.00    118104  12314072  22056281    131552         0         0   2960883         0         0
  51.11297  51.11360      3.00    118421  12328260  22084359    131646         0         0   2960857         0         0
