  9809     SPring-8 14b2 
 Ir-L3_IrCl4_Si  20.07.15 13:07 - 20.07.15 13:11
 IrCl4                                                                           
 Ring :   8.0 GeV    99.6 mA -   99.6 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle= 10.59089 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4645
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       10.47000   8.93000    -0.000340       0.05      4645
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0    37.100    81.600
  10.16468  10.17647     0.050     26372     10384
  10.16434  10.17620     0.050     26353     10368
  10.16400  10.17591     0.050     26382     10367
  10.16366  10.17562     0.050     26385     10352
  10.16332  10.17532     0.050     26365     10336
  10.16298  10.17502     0.050     26370     10329
  10.16264  10.17473     0.050     26397     10323
  10.16230  10.17442     0.050     26362     10297
  10.16196  10.17410     0.050     26349     10277
  10.16162  10.17375     0.050     26383     10275
  10.16128  10.17338     0.050     26376     10254
  10.16094  10.17300     0.050     26354     10232
  10.16060  10.17262     0.050     26387     10223
  10.16026  10.17226     0.050     26380     10200
  10.15992  10.17190     0.050     26347     10170
  10.15958  10.17155     0.050     26355     10152
  10.15924  10.17118     0.050     26389     10136
  10.15890  10.17080     0.050     26361     10102
  10.15856  10.17043     0.050     26345     10075
  10.15822  10.17006     0.050     26360     10051
  10.15788  10.16971     0.050     26354     10021
  10.15754  10.16936     0.050     26334      9986
  10.15720  10.16903     0.050     26345      9958
  10.15686  10.16870     0.050     26368      9931
  10.15652  10.16837     0.050     26340      9884
  10.15618  10.16804     0.050     26355      9851
  10.15584  10.16771     0.050     26364      9810
  10.15550  10.16740     0.050     26359      9764
  10.15516  10.16711     0.050     26339      9711
  10.15482  10.16684     0.050     26369      9664
  10.15448  10.16657     0.050     26361      9608
  10.15414  10.16630     0.050     26347      9546
  10.15380  10.16602     0.050     26357      9481
  10.15346  10.16572     0.050     26362      9413
  10.15312  10.16542     0.050     26350      9334
  10.15278  10.16512     0.050     26355      9253
  10.15244  10.16483     0.050     26366      9166
  10.15210  10.16453     0.050     26352      9067
  10.15176  10.16421     0.050     26341      8962
  10.15142  10.16387     0.050     26357      8847
  10.15108  10.16351     0.050     26372      8728
  10.15074  10.16313     0.050     26332      8586
  10.15040  10.16275     0.050     26347      8438
  10.15006  10.16238     0.050     26356      8277
  10.14972  10.16202     0.050     26354      8098
  10.14938  10.16166     0.050     26335      7901
  10.14904  10.16130     0.050     26364      7684
  10.14870  10.16092     0.050     26351      7447
  10.14836  10.16054     0.050     26341      7187
  10.14802  10.16017     0.050     26363      6899
  10.14768  10.15981     0.050     26358      6587
  10.14734  10.15947     0.050     26331      6247
  10.14700  10.15913     0.050     26338      5875
  10.14666  10.15880     0.050     26341      5479
  10.14632  10.15847     0.050     26337      5064
  10.14598  10.15813     0.050     26323      4625
  10.14564  10.15781     0.050     26345      4169
  10.14530  10.15750     0.050     26322      3722
  10.14496  10.15720     0.050     26316      3278
  10.14462  10.15691     0.050     26332      2844
  10.14428  10.15665     0.050     26331      2449
  10.14394  10.15637     0.050     26324      2095
  10.14360  10.15609     0.050     26327      1786
  10.14326  10.15579     0.050     26346      1533
  10.14292  10.15550     0.050     26327      1344
  10.14258  10.15520     0.050     26336      1215
  10.14224  10.15490     0.050     26338      1149
  10.14190  10.15461     0.050     26338      1145
  10.14156  10.15429     0.050     26315      1196
  10.14122  10.15396     0.050     26331      1305
  10.14088  10.15360     0.050     26349      1460
  10.14054  10.15322     0.050     26333      1651
  10.14020  10.15284     0.050     26322      1877
  10.13986  10.15247     0.050     26332      2129
  10.13952  10.15211     0.050     26324      2389
  10.13918  10.15175     0.050     26325      2651
  10.13884  10.15140     0.050     26327      2915
  10.13850  10.15102     0.050     26323      3156
  10.13816  10.15064     0.050     26307      3374
  10.13782  10.15027     0.050     26314      3568
  10.13748  10.14990     0.050     26325      3736
  10.13714  10.14955     0.050     26328      3867
  10.13680  10.14922     0.050     26310      3968
  10.13646  10.14888     0.050     26310      4041
  10.13612  10.14855     0.050     26305      4087
  10.13578  10.14822     0.050     26303      4110
  10.13544  10.14790     0.050     26302      4113
  10.13510  10.14758     0.050     26328      4103
  10.13476  10.14728     0.050     26307      4076
  10.13442  10.14699     0.050     26315      4043
  10.13408  10.14672     0.050     26312      4008
  10.13374  10.14645     0.050     26311      3972
  10.13340  10.14617     0.050     26305      3940
  10.13306  10.14589     0.050     26318      3913
  10.13272  10.14559     0.050     26320      3897
  10.13238  10.14529     0.050     26301      3885
  10.13204  10.14499     0.050     26319      3888
  10.13170  10.14470     0.050     26315      3897
  10.13136  10.14440     0.050     26305      3912
  10.13102  10.14407     0.050     26299      3939
  10.13068  10.14372     0.050     26318      3972
  10.13034  10.14334     0.050     26298      4008
  10.13000  10.14296     0.050     26306      4050
  10.12966  10.14259     0.050     26303      4093
  10.12932  10.14223     0.050     26291      4137
  10.12898  10.14187     0.050     26298      4182
  10.12864  10.14151     0.050     26318      4230
  10.12830  10.14114     0.050     26298      4273
  10.12796  10.14076     0.050     26291      4315
  10.12762  10.14038     0.050     26302      4356
  10.12728  10.14002     0.050     26306      4396
  10.12694  10.13966     0.050     26300      4430
  10.12660  10.13932     0.050     26288      4461
  10.12626  10.13898     0.050     26319      4495
  10.12592  10.13866     0.050     26294      4518
  10.12558  10.13832     0.050     26291      4541
  10.12524  10.13799     0.050     26297      4561
  10.12490  10.13767     0.050     26307      4579
  10.12456  10.13736     0.050     26292      4590
  10.12422  10.13707     0.050     26293      4603
  10.12388  10.13680     0.050     26317      4614
  10.12354  10.13653     0.050     26312      4617
  10.12320  10.13625     0.050     26315      4620
  10.12286  10.13597     0.050     26310      4621
  10.12252  10.13567     0.050     26324      4618
  10.12218  10.13537     0.050     26293      4609
  10.12184  10.13507     0.050     26305      4604
  10.12150  10.13477     0.050     26313      4595
  10.12116  10.13447     0.050     26309      4585
  10.12082  10.13415     0.050     26306      4572
  10.12048  10.13380     0.050     26306      4557
  10.12014  10.13343     0.050     26304      4543
  10.11980  10.13305     0.050     26296      4530
  10.11946  10.13267     0.050     26311      4515
  10.11912  10.13230     0.050     26309      4501
  10.11878  10.13194     0.050     26308      4484
  10.11844  10.13159     0.050     26281      4466
  10.11810  10.13122     0.050     26313      4453
  10.11776  10.13084     0.050     26309      4437
  10.11742  10.13046     0.050     26288      4420
  10.11708  10.13008     0.050     26302      4406
  10.11674  10.12972     0.050     26305      4393
  10.11640  10.12938     0.050     26293      4379
  10.11606  10.12905     0.050     26300      4365
  10.11572  10.12871     0.050     26304      4352
  10.11538  10.12837     0.050     26321      4340
  10.11504  10.12804     0.050     26288      4326
  10.11470  10.12772     0.050     26285      4315
  10.11436  10.12741     0.050     26313      4307
  10.11402  10.12712     0.050     26277      4294
  10.11368  10.12684     0.050     26277      4286
  10.11334  10.12657     0.050     26297      4278
  10.11300  10.12629     0.050     26302      4269
  10.11266  10.12601     0.050     26271      4259
  10.11232  10.12571     0.050     26288      4253
  10.11198  10.12542     0.050     26291      4246
  10.11164  10.12512     0.050     26287      4238
  10.11130  10.12483     0.050     26270      4230
  10.11096  10.12452     0.050     26307      4224
  10.11062  10.12421     0.050     26290      4218
  10.11028  10.12387     0.050     26277      4208
  10.10994  10.12350     0.050     26290      4205
  10.10960  10.12312     0.050     26289      4197
  10.10926  10.12274     0.050     26287      4190
  10.10892  10.12237     0.050     26264      4182
  10.10858  10.12201     0.050     26298      4179
  10.10824  10.12165     0.050     26277      4170
  10.10790  10.12129     0.050     26264      4164
  10.10756  10.12092     0.050     26279      4159
  10.10722  10.12054     0.050     26290      4153
  10.10688  10.12017     0.050     26251      4145
  10.10654  10.11981     0.050     26276      4140
  10.10620  10.11946     0.050     26303      4136
  10.10586  10.11912     0.050     26256      4123
  10.10552  10.11879     0.050     26272      4117
  10.10518  10.11845     0.050     26274      4111
  10.10484  10.11813     0.050     26275      4100
  10.10450  10.11780     0.050     26269      4089
  10.10416  10.11749     0.050     26282      4082
  10.10382  10.11719     0.050     26274      4070
  10.10348  10.11691     0.050     26275      4060
  10.10314  10.11664     0.050     26262      4048
  10.10280  10.11637     0.050     26280      4039
  10.10246  10.11609     0.050     26270      4028
  10.10212  10.11579     0.050     26246      4014
  10.10178  10.11550     0.050     26268      4004
  10.10144  10.11520     0.050     26275      3992
  10.10110  10.11490     0.050     26257      3980
  10.10076  10.11461     0.050     26261      3968
  10.10042  10.11429     0.050     26279      3957
  10.10008  10.11396     0.050     26273      3947
  10.09974  10.11360     0.050     26248      3935
  10.09940  10.11322     0.050     26286      3928
  10.09906  10.11284     0.050     26282      3918
  10.09872  10.11246     0.050     26249      3906
  10.09838  10.11210     0.050     26277      3901
  10.09804  10.11174     0.050     26275      3894
  10.09770  10.11138     0.050     26249      3885
  10.09736  10.11101     0.050     26260      3882
  10.09702  10.11063     0.050     26279      3879
  10.09668  10.11026     0.050     26271      3875
  10.09634  10.10989     0.050     26252      3873
  10.09600  10.10954     0.050     26277      3875
  10.09566  10.10921     0.050     26274      3876
  10.09532  10.10888     0.050     26239      3876
  10.09498  10.10854     0.050     26267      3882
  10.09464  10.10821     0.050     26278      3888
  10.09430  10.10788     0.050     26254      3893
  10.09396  10.10756     0.050     26250      3901
  10.09362  10.10726     0.050     26280      3915
  10.09328  10.10698     0.050     26248      3924
  10.09294  10.10670     0.050     26233      3934
  10.09260  10.10643     0.050     26266      3950
  10.09226  10.10615     0.050     26270      3965
  10.09192  10.10586     0.050     26238      3976
  10.09158  10.10557     0.050     26262      3995
  10.09124  10.10527     0.050     26274      4014
  10.09090  10.10497     0.050     26246      4028
  10.09056  10.10467     0.050     26242      4045
  10.09022  10.10437     0.050     26255      4066
  10.08988  10.10404     0.050     26249      4085
  10.08954  10.10368     0.050     26234      4101
  10.08920  10.10330     0.050     26245      4125
  10.08886  10.10292     0.050     26252      4146
  10.08852  10.10254     0.050     26231      4161
  10.08818  10.10217     0.050     26236      4182
  10.08784  10.10182     0.050     26258      4204
  10.08750  10.10145     0.050     26250      4223
  10.08716  10.10108     0.050     26229      4239
  10.08682  10.10070     0.050     26233      4258
  10.08648  10.10032     0.050     26257      4278
  10.08614  10.09995     0.050     26227      4290
  10.08580  10.09960     0.050     26248      4312
  10.08546  10.09926     0.050     26246      4326
  10.08512  10.09893     0.050     26244      4342
  10.08478  10.09859     0.050     26232      4356
  10.08444  10.09826     0.050     26231      4369
  10.08410  10.09793     0.050     26238      4382
  10.08376  10.09761     0.050     26241      4394
  10.08342  10.09731     0.050     26226      4405
  10.08308  10.09702     0.050     26251      4416
  10.08274  10.09675     0.050     26227      4426
  10.08240  10.09648     0.050     26242      4437
  10.08206  10.09620     0.050     26234      4444
  10.08172  10.09591     0.050     26237      4454
  10.08138  10.09562     0.050     26229      4461
  10.08104  10.09532     0.050     26236      4469
  10.08070  10.09502     0.050     26228      4474
  10.08036  10.09472     0.050     26226      4480
  10.08002  10.09442     0.050     26224      4487
  10.07968  10.09410     0.050     26231      4492
  10.07934  10.09375     0.050     26224      4497
  10.07900  10.09338     0.050     26242      4503
  10.07866  10.09299     0.050     26226      4506
  10.07832  10.09261     0.050     26230      4510
  10.07798  10.09225     0.050     26226      4513
  10.07764  10.09189     0.050     26250      4518
  10.07730  10.09153     0.050     26217      4518
  10.07696  10.09116     0.050     26221      4522
  10.07662  10.09079     0.050     26236      4526
  10.07628  10.09041     0.050     26235      4527
  10.07594  10.09004     0.050     26206      4528
  10.07560  10.08969     0.050     26239      4532
  10.07526  10.08934     0.050     26233      4533
  10.07492  10.08901     0.050     26209      4532
  10.07458  10.08868     0.050     26216      4535
  10.07424  10.08835     0.050     26234      4538
  10.07390  10.08801     0.050     26219      4537
  10.07356  10.08769     0.050     26205      4538
  10.07322  10.08738     0.050     26227      4543
  10.07288  10.08709     0.050     26240      4543
  10.07254  10.08682     0.050     26193      4539
  10.07220  10.08655     0.050     26224      4545
  10.07186  10.08627     0.050     26241      4547
  10.07152  10.08598     0.050     26202      4544
  10.07118  10.08569     0.050     26210      4546
  10.07084  10.08539     0.050     26234      4548
  10.07050  10.08509     0.050     26219      4547
  10.07016  10.08480     0.050     26205      4547
  10.06982  10.08449     0.050     26212      4548
  10.06948  10.08417     0.050     26230      4551
  10.06914  10.08383     0.050     26206      4549
  10.06880  10.08346     0.050     26206      4549
  10.06846  10.08308     0.050     26218      4550
  10.06812  10.08270     0.050     26205      4548
  10.06778  10.08233     0.050     26199      4549
  10.06744  10.08197     0.050     26221      4553
  10.06710  10.08161     0.050     26210      4550
  10.06676  10.08125     0.050     26200      4547
  10.06642  10.08087     0.050     26200      4547
  10.06608  10.08049     0.050     26223      4548
  10.06574  10.08012     0.050     26190      4546
  10.06540  10.07976     0.050     26198      4544
  10.06506  10.07941     0.050     26207      4545
  10.06472  10.07908     0.050     26206      4543
  10.06438  10.07874     0.050     26193      4539
  10.06404  10.07841     0.050     26203      4538
  10.06370  10.07808     0.050     26213      4537
  10.06336  10.07775     0.050     26183      4533
  10.06302  10.07744     0.050     26201      4532
  10.06268  10.07715     0.050     26211      4530
  10.06234  10.07686     0.050     26204      4528
  10.06200  10.07659     0.050     26183      4522
  10.06166  10.07632     0.050     26196      4520
  10.06132  10.07603     0.050     26189      4515
  10.06098  10.07574     0.050     26198      4511
  10.06064  10.07544     0.050     26196      4506
  10.06030  10.07513     0.050     26188      4503
  10.05996  10.07484     0.050     26191      4497
  10.05962  10.07453     0.050     26195      4493
  10.05928  10.07421     0.050     26205      4487
  10.05894  10.07387     0.050     26203      4482
  10.05860  10.07350     0.050     26183      4474
  10.05826  10.07312     0.050     26195      4469
  10.05792  10.07274     0.050     26195      4464
  10.05758  10.07236     0.050     26180      4456
  10.05724  10.07200     0.050     26190      4451
  10.05690  10.07164     0.050     26185      4444
  10.05656  10.07127     0.050     26195      4436
  10.05622  10.07090     0.050     26183      4428
  10.05588  10.07052     0.050     26184      4422
  10.05554  10.07015     0.050     26179      4412
  10.05520  10.06979     0.050     26190      4406
  10.05486  10.06944     0.050     26179      4396
  10.05452  10.06910     0.050     26189      4388
  10.05418  10.06877     0.050     26169      4378
  10.05384  10.06843     0.050     26178      4369
  10.05350  10.06810     0.050     26198      4363
  10.05316  10.06777     0.050     26178      4352
  10.05282  10.06746     0.050     26190      4343
  10.05248  10.06717     0.050     26185      4335
  10.05214  10.06689     0.050     26189      4323
  10.05180  10.06661     0.050     26169      4311
  10.05146  10.06634     0.050     26170      4304
  10.05112  10.06606     0.050     26190      4295
  10.05078  10.06577     0.050     26175      4283
  10.05044  10.06547     0.050     26176      4273
  10.05010  10.06517     0.050     26178      4265
  10.04976  10.06488     0.050     26184      4256
  10.04942  10.06457     0.050     26152      4242
  10.04908  10.06426     0.050     26175      4235
  10.04874  10.06392     0.050     26171      4225
  10.04840  10.06356     0.050     26169      4216
  10.04806  10.06317     0.050     26159      4205
  10.04772  10.06279     0.050     26181      4198
  10.04738  10.06242     0.050     26171      4188
  10.04704  10.06206     0.050     26165      4178
  10.04670  10.06170     0.050     26180      4170
  10.04636  10.06134     0.050     26182      4165
  10.04602  10.06096     0.050     26152      4154
  10.04568  10.06058     0.050     26160      4150
  10.04534  10.06020     0.050     26168      4143
  10.04500  10.05984     0.050     26171      4136
  10.04466  10.05950     0.050     26143      4128
  10.04432  10.05916     0.050     26171      4127
  10.04398  10.05882     0.050     26178      4121
  10.04364  10.05849     0.050     26158      4114
  10.04330  10.05816     0.050     26140      4112
  10.04296  10.05783     0.050     26176      4111
  10.04262  10.05752     0.050     26164      4107
  10.04228  10.05721     0.050     26138      4102
  10.04194  10.05693     0.050     26158      4105
  10.04160  10.05666     0.050     26155      4102
  10.04126  10.05638     0.050     26137      4101
  10.04092  10.05610     0.050     26149      4102
  10.04058  10.05581     0.050     26156      4105
  10.04024  10.05552     0.050     26156      4107
  10.03990  10.05522     0.050     26131      4109
  10.03956  10.05492     0.050     26145      4113
  10.03922  10.05461     0.050     26155      4117
  10.03888  10.05430     0.050     26125      4119
  10.03854  10.05397     0.050     26144      4125
  10.03820  10.05361     0.050     26166      4135
  10.03786  10.05323     0.050     26124      4137
  10.03752  10.05285     0.050     26125      4144
  10.03718  10.05247     0.050     26154      4152
  10.03684  10.05211     0.050     26141      4160
  10.03650  10.05175     0.050     26131      4166
  10.03616  10.05139     0.050     26148      4175
  10.03582  10.05101     0.050     26154      4185
  10.03548  10.05063     0.050     26142      4194
  10.03514  10.05025     0.050     26139      4201
  10.03480  10.04988     0.050     26133      4213
  10.03446  10.04954     0.050     26133      4223
  10.03412  10.04920     0.050     26127      4233
  10.03378  10.04886     0.050     26139      4243
  10.03344  10.04853     0.050     26145      4255
  10.03310  10.04819     0.050     26123      4263
  10.03276  10.04786     0.050     26143      4276
  10.03242  10.04754     0.050     26142      4287
  10.03208  10.04724     0.050     26122      4295
  10.03174  10.04695     0.050     26128      4306
  10.03140  10.04667     0.050     26142      4317
  10.03106  10.04640     0.050     26116      4324
  10.03072  10.04612     0.050     26121      4336
  10.03038  10.04583     0.050     26145      4348
  10.03004  10.04552     0.050     26136      4356
  10.02970  10.04522     0.050     26116      4363
  10.02936  10.04493     0.050     26134      4375
  10.02902  10.04462     0.050     26139      4385
  10.02868  10.04431     0.050     26111      4390
  10.02834  10.04398     0.050     26130      4400
  10.02800  10.04361     0.050     26136      4410
  10.02766  10.04324     0.050     26122      4414
  10.02732  10.04285     0.050     26112      4423
  10.02698  10.04248     0.050     26135      4433
  10.02664  10.04211     0.050     26125      4440
  10.02630  10.04176     0.050     26102      4443
  10.02596  10.04140     0.050     26138      4454
  10.02562  10.04103     0.050     26135      4461
  10.02528  10.04065     0.050     26101      4462
  10.02494  10.04027     0.050     26103      4470
  10.02460  10.03990     0.050     26128      4479
  10.02426  10.03955     0.050     26124      4482
  10.02392  10.03921     0.050     26103      4485
  10.02358  10.03888     0.050     26130      4494
  10.02324  10.03854     0.050     26126      4500
  10.02290  10.03821     0.050     26109      4501
  10.02256  10.03788     0.050     26105      4506
  10.02222  10.03757     0.050     26129      4512
  10.02188  10.03727     0.050     26105      4513
  10.02154  10.03698     0.050     26093      4517
  10.02120  10.03670     0.050     26117      4524
  10.02086  10.03643     0.050     26108      4525
  10.02052  10.03615     0.050     26087      4525
  10.02018  10.03586     0.050     26116      4530
  10.01984  10.03556     0.050     26113      4535
  10.01950  10.03527     0.050     26096      4534
  10.01916  10.03497     0.050     26088      4535
  10.01882  10.03467     0.050     26127      4544
  10.01848  10.03436     0.050     26102      4542
  10.01814  10.03403     0.050     26093      4544
  10.01780  10.03367     0.050     26103      4547
  10.01746  10.03330     0.050     26115      4549
  10.01712  10.03291     0.050     26079      4548
  10.01678  10.03253     0.050     26108      4551
  10.01644  10.03217     0.050     26099      4554
  10.01610  10.03181     0.050     26096      4556
  10.01576  10.03145     0.050     26077      4554
  10.01542  10.03108     0.050     26112      4558
  10.01508  10.03070     0.050     26101      4559
  10.01474  10.03032     0.050     26076      4558
  10.01440  10.02995     0.050     26103      4561
  10.01406  10.02960     0.050     26100      4562
  10.01372  10.02926     0.050     26099      4564
  10.01338  10.02893     0.050     26086      4563
  10.01304  10.02859     0.050     26110      4566
  10.01270  10.02826     0.050     26085      4564
  10.01236  10.02793     0.050     26074      4565
  10.01202  10.02761     0.050     26099      4567
  10.01168  10.02730     0.050     26101      4568
  10.01134  10.02701     0.050     26087      4567
  10.01100  10.02674     0.050     26081      4566
  10.01066  10.02647     0.050     26108      4570
  10.01032  10.02619     0.050     26069      4568
  10.00998  10.02590     0.050     26073      4568
  10.00964  10.02560     0.050     26090      4569
  10.00930  10.02530     0.050     26099      4570
  10.00896  10.02501     0.050     26065      4569
  10.00862  10.02471     0.050     26094      4571
  10.00828  10.02440     0.050     26103      4571
  10.00794  10.02407     0.050     26064      4569
  10.00760  10.02372     0.050     26083      4571
  10.00726  10.02334     0.050     26099      4572
  10.00692  10.02296     0.050     26061      4568
  10.00658  10.02258     0.050     26070      4570
  10.00624  10.02222     0.050     26068      4570
  10.00590  10.02186     0.050     26082      4570
  10.00556  10.02150     0.050     26056      4567
  10.00522  10.02113     0.050     26068      4568
  10.00488  10.02075     0.050     26068      4569
  10.00454  10.02036     0.050     26062      4568
  10.00420  10.02000     0.050     26061      4566
  10.00386  10.01964     0.050     26095      4571
  10.00352  10.01930     0.050     26072      4568
  10.00318  10.01896     0.050     26061      4566
  10.00284  10.01863     0.050     26078      4568
  10.00250  10.01829     0.050     26082      4566
  10.00216  10.01796     0.050     26063      4565
  10.00182  10.01763     0.050     26058      4563
  10.00148  10.01733     0.050     26075      4562
  10.00114  10.01704     0.050     26060      4561
  10.00080  10.01676     0.050     26051      4560
  10.00046  10.01649     0.050     26065      4563
  10.00012  10.01621     0.050     26052      4559
   9.99978  10.01592     0.050     26035      4556
   9.99944  10.01563     0.050     26066      4558
   9.99910  10.01533     0.050     26051      4555
   9.99876  10.01503     0.050     26043      4553
   9.99842  10.01473     0.050     26047      4552
   9.99808  10.01442     0.050     26044      4551
   9.99774  10.01410     0.050     26069      4550
   9.99740  10.01375     0.050     26048      4546
   9.99706  10.01338     0.050     26058      4548
   9.99672  10.01300     0.050     26063      4545
   9.99638  10.01262     0.050     26047      4543
   9.99604  10.01225     0.050     26045      4540
   9.99570  10.01189     0.050     26056      4540
   9.99536  10.01153     0.050     26044      4538
   9.99502  10.01117     0.050     26042      4536
   9.99468  10.01079     0.050     26047      4533
   9.99434  10.01040     0.050     26039      4531
   9.99400  10.01004     0.050     26038      4529
   9.99366  10.00968     0.050     26051      4527
   9.99332  10.00934     0.050     26029      4524
   9.99298  10.00900     0.050     26027      4522
   9.99264  10.00867     0.050     26037      4520
   9.99230  10.00833     0.050     26020      4515
   9.99196  10.00800     0.050     26048      4516
   9.99162  10.00768     0.050     26014      4510
   9.99128  10.00737     0.050     26034      4508
   9.99094  10.00708     0.050     26033      4505
   9.99060  10.00681     0.050     26015      4500
   9.99026  10.00654     0.050     26015      4498
   9.98992  10.00626     0.050     26028      4495
   9.98958  10.00597     0.050     25998      4489
   9.98924  10.00568     0.050     26018      4488
   9.98890  10.00538     0.050     26029      4485
   9.98856  10.00509     0.050     26015      4479
   9.98822  10.00479     0.050     26008      4477
   9.98788  10.00448     0.050     26006      4473
   9.98754  10.00416     0.050     26014      4469
   9.98720  10.00381     0.050     25984      4464
   9.98686  10.00344     0.050     25997      4461
   9.98652  10.00306     0.050     25995      4457
   9.98618  10.00268     0.050     25977      4451
   9.98584  10.00231     0.050     25966      4449
   9.98550  10.00195     0.050     25981      4444
   9.98516  10.00159     0.050     25954      4437
   9.98482  10.00123     0.050     25935      4432
   9.98448  10.00085     0.050     25939      4429
   9.98414  10.00047     0.050     25908      4420
   9.98380  10.00010     0.050     25867      4411
   9.98346   9.99974     0.050     25850      4402
   9.98312   9.99939     0.050     25766      4387
   9.98278   9.99906     0.050     25664      4367
   9.98244   9.99873     0.050     25520      4341
   9.98210   9.99839     0.050     25365      4310
   9.98176   9.99806     0.050     25163      4273
   9.98142   9.99774     0.050     24967      4240
   9.98108   9.99743     0.050     24861      4214
   9.98074   9.99713     0.050     24776      4197
   9.98040   9.99685     0.050     24770      4196
   9.98006   9.99658     0.050     24853      4207
   9.97972   9.99631     0.050     24980      4228
   9.97938   9.99603     0.050     25142      4256
   9.97904   9.99573     0.050     25351      4289
   9.97870   9.99543     0.050     25599      4329
   9.97836   9.99513     0.050     25768      4353
   9.97802   9.99483     0.050     25879      4375
   9.97768   9.99453     0.050     25987      4389
   9.97734   9.99421     0.050     26033      4394
   9.97700   9.99387     0.050     26031      4397
   9.97666   9.99351     0.050     26046      4395
   9.97632   9.99312     0.050     26072      4397
   9.97598   9.99273     0.050     26054      4396
   9.97564   9.99236     0.050     26051      4395
   9.97530   9.99201     0.050     26053      4394
   9.97496   9.99165     0.050     26051      4396
   9.97462   9.99128     0.050     26051      4394
   9.97428   9.99090     0.050     26041      4393
   9.97394   9.99052     0.050     26075      4396
   9.97360   9.99014     0.050     26042      4394
   9.97326   9.98978     0.050     26029      4394
   9.97292   9.98944     0.050     26055      4395
   9.97258   9.98910     0.050     26055      4396
   9.97224   9.98876     0.050     26042      4396
   9.97190   9.98843     0.050     26039      4397
   9.97156   9.98810     0.050     26047      4398
   9.97122   9.98777     0.050     26044      4399
   9.97088   9.98746     0.050     26020      4402
   9.97054   9.98716     0.050     26054      4403
   9.97020   9.98688     0.050     26034      4404
   9.96986   9.98661     0.050     26040      4407
   9.96952   9.98634     0.050     26035      4408
   9.96918   9.98605     0.050     26042      4408
   9.96884   9.98576     0.050     26030      4410
   9.96850   9.98546     0.050     26030      4414
   9.96816   9.98517     0.050     26038      4416
   9.96782   9.98487     0.050     26021      4417
   9.96748   9.98457     0.050     26012      4418
   9.96714   9.98425     0.050     26020      4421
   9.96680   9.98391     0.050     26019      4424
   9.96646   9.98355     0.050     26012      4425
   9.96612   9.98317     0.050     26007      4428
   9.96578   9.98279     0.050     26028      4435
   9.96544   9.98242     0.050     26015      4436
   9.96510   9.98205     0.050     26000      4437
   9.96476   9.98170     0.050     26013      4441
   9.96442   9.98133     0.050     25998      4441
   9.96408   9.98096     0.050     26002      4445
   9.96374   9.98059     0.050     26004      4447
   9.96340   9.98021     0.050     26007      4453
   9.96306   9.97985     0.050     25993      4454
   9.96272   9.97950     0.050     25984      4456
   9.96238   9.97916     0.050     25989      4459
   9.96204   9.97882     0.050     25977      4463
   9.96170   9.97849     0.050     25966      4463
   9.96136   9.97816     0.050     25994      4469
   9.96102   9.97784     0.050     25967      4468
   9.96068   9.97752     0.050     25946      4470
   9.96034   9.97722     0.050     25941      4473
   9.96000   9.97694     0.050     25931      4475
   9.95966   9.97667     0.050     25889      4472
   9.95932   9.97639     0.050     25868      4470
   9.95898   9.97611     0.050     25829      4466
   9.95864   9.97582     0.050     25736      4454
   9.95830   9.97553     0.050     25634      4439
   9.95796   9.97523     0.050     25532      4425
   9.95762   9.97493     0.050     25457      4416
   9.95728   9.97463     0.050     25425      4413
   9.95694   9.97432     0.050     25431      4417
   9.95660   9.97399     0.050     25474      4426
   9.95626   9.97363     0.050     25508      4437
   9.95592   9.97325     0.050     25606      4460
   9.95558   9.97287     0.050     25726      4483
   9.95524   9.97249     0.050     25868      4510
   9.95490   9.97213     0.050     25951      4527
   9.95456   9.97177     0.050     26028      4543
   9.95422   9.97141     0.050     26066      4552
   9.95388   9.97104     0.050     26074      4556
   9.95354   9.97066     0.050     26049      4558
   9.95320   9.97028     0.050     26060      4562
   9.95286   9.96992     0.050     26075      4565
   9.95252   9.96957     0.050     26047      4568
   9.95218   9.96923     0.050     26044      4569
   9.95184   9.96890     0.050     26053      4574
   9.95150   9.96856     0.050     26047      4576
   9.95116   9.96823     0.050     26031      4577
   9.95082   9.96790     0.050     26049      4582
   9.95048   9.96758     0.050     26043      4584
   9.95014   9.96728     0.050     26014      4582
   9.94980   9.96700     0.050     26030      4588
   9.94946   9.96672     0.050     26044      4592
   9.94912   9.96645     0.050     26025      4592
   9.94878   9.96617     0.050     26017      4596
   9.94844   9.96588     0.050     26047      4601
   9.94810   9.96558     0.050     26022      4601
   9.94776   9.96529     0.050     26003      4600
   9.94742   9.96498     0.050     26029      4607
   9.94708   9.96468     0.050     26030      4608
   9.94674   9.96438     0.050     26008      4610
   9.94640   9.96405     0.050     26000      4611
   9.94606   9.96369     0.050     26029      4615
   9.94572   9.96332     0.050     25988      4615
   9.94538   9.96293     0.050     25966      4616
   9.94504   9.96255     0.050     25978      4619
   9.94470   9.96219     0.050     25999      4622
   9.94436   9.96183     0.050     25964      4622
   9.94402   9.96147     0.050     25987      4627
   9.94368   9.96109     0.050     26008      4632
   9.94334   9.96071     0.050     26004      4637
