   9809     AichiSR  BL5S1
 200911-Y2O3-1   20.09.11 09:12 - 20.09.11 09:13
                                                                                 
 Ring :   1.2 GeV   301.8 mA -  301.4 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle=  6.67855 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 3783
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1       16740.16  18140.16        0.37       0.01      3785
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  5552.300  9521.500  8214.200
   6.45325   6.45328    0.0143  16369348   4378999  22430386
   6.45311   6.45314    0.0143  16370348   4378369  22438686
   6.45297   6.45301    0.0143  16355548   4374719  22412886
   6.45283   6.45287    0.0143  16355148   4373839  22425086
   6.45269   6.45274    0.0143  16386448   4383409  22466586
   6.45256   6.45260    0.0143  16363448   4375579  22431586
   6.45242   6.45247    0.0143  16397748   4382529  22472686
   6.45228   6.45234    0.0143  16362648   4377299  22428486
   6.45214   6.45220    0.0143  16389248   4383029  22469486
   6.45200   6.45207    0.0143  16365548   4374909  22424686
   6.45186   6.45194    0.0143  16386948   4382879  22466886
   6.45172   6.45181    0.0143  16390448   4381329  22453986
   6.45158   6.45168    0.0143  16379648   4380199  22456986
   6.45144   6.45154    0.0143  16374748   4378689  22449386
   6.45131   6.45141    0.0143  16369948   4376539  22438686
   6.45117   6.45127    0.0143  16383248   4380169  22457986
   6.45103   6.45114    0.0143  16365448   4376539  22445086
   6.45089   6.45100    0.0143  16381048   4380009  22460386
   6.45075   6.45086    0.0143  16375048   4377799  22451286
   6.45061   6.45072    0.0143  16350748   4373839  22416486
   6.45047   6.45057    0.0143  16369748   4376019  22449786
   6.45033   6.45043    0.0143  16354848   4371689  22418686
   6.45019   6.45029    0.0143  16377448   4378179  22455086
   6.45006   6.45014    0.0143  16329648   4367539  22401786
   6.44992   6.45000    0.0143  16361548   4374019  22436786
   6.44978   6.44985    0.0143  16318648   4364759  22377386
   6.44964   6.44971    0.0143  16340648   4369969  22412186
   6.44950   6.44956    0.0143  16338048   4368039  22405786
   6.44936   6.44942    0.0143  16340848   4371249  22418286
   6.44922   6.44928    0.0143  16337148   4368669  22411286
   6.44908   6.44914    0.0143  16322948   4365199  22389986
   6.44894   6.44900    0.0143  16325448   4367319  22403686
   6.44881   6.44886    0.0143  16317248   4364199  22386786
   6.44867   6.44873    0.0143  16324648   4368859  22413986
   6.44853   6.44859    0.0143  16322148   4365899  22402186
   6.44839   6.44846    0.0143  16313448   4366339  22395086
   6.44825   6.44832    0.0143  16303048   4361779  22376886
   6.44811   6.44819    0.0143  16286248   4358899  22365586
   6.44797   6.44805    0.0143  16315448   4364069  22394586
   6.44783   6.44792    0.0143  16287148   4358719  22371186
   6.44769   6.44779    0.0143  16314948   4363379  22400586
   6.44756   6.44765    0.0143  16275748   4355039  22359886
   6.44742   6.44752    0.0143  16279348   4356199  22368086
   6.44728   6.44738    0.0143  16253048   4349389  22324286
   6.44714   6.44725    0.0143  16260348   4352979  22343086
   6.44700   6.44711    0.0143  16260648   4351409  22343486
   6.44686   6.44697    0.0143  16256248   4351849  22341686
   6.44672   6.44684    0.0143  16249548   4350309  22341186
   6.44658   6.44670    0.0143  16227448   4346179  22309386
   6.44644   6.44656    0.0143  16232448   4347499  22321686
   6.44631   6.44642    0.0143  16231348   4344979  22313686
   6.44617   6.44628    0.0143  16250848   4350899  22337486
   6.44603   6.44614    0.0143  16246148   4351069  22341186
   6.44589   6.44600    0.0143  16239948   4349709  22332186
   6.44575   6.44586    0.0143  16254548   4354809  22367986
   6.44561   6.44572    0.0143  16253048   4355629  22365086
   6.44547   6.44557    0.0143  16282348   4363939  22416586
   6.44533   6.44543    0.0143  16278448   4360959  22399686
   6.44519   6.44528    0.0143  16304748   4370499  22451886
   6.44506   6.44514    0.0143  16283048   4365139  22412386
   6.44492   6.44499    0.0143  16294248   4369549  22440786
   6.44478   6.44484    0.0143  16305948   4371949  22452886
   6.44464   6.44470    0.0143  16323748   4377109  22492886
   6.44450   6.44455    0.0143  16314648   4377209  22487686
   6.44436   6.44440    0.0143  16313148   4374279  22476686
   6.44422   6.44426    0.0143  16323848   4378619  22491586
   6.44408   6.44411    0.0143  16299848   4373389  22488186
   6.44394   6.44397    0.0143  16327448   4380509  22512186
   6.44381   6.44383    0.0143  16334648   4382949  22520086
   6.44367   6.44369    0.0143  16321748   4381769  22523586
   6.44353   6.44355    0.0143  16324848   4380829  22517586
   6.44339   6.44341    0.0143  16308648   4378939  22512586
   6.44325   6.44327    0.0143  16332048   4385239  22541186
   6.44311   6.44313    0.0143  16313248   4381619  22519286
   6.44297   6.44300    0.0143  16339848   4389209  22564986
   6.44283   6.44287    0.0143  16315748   4382529  22523786
   6.44269   6.44273    0.0143  16325348   4387879  22558486
   6.44256   6.44260    0.0143  16307548   4379949  22518186
   6.44242   6.44246    0.0143  16319648   4385469  22548886
   6.44228   6.44233    0.0143  16314448   4385359  22546486
   6.44214   6.44220    0.0143  16308048   4383539  22535986
   6.44200   6.44207    0.0143  16310648   4386369  22549286
   6.44186   6.44194    0.0143  16291648   4381899  22532686
   6.44172   6.44181    0.0143  16302648   4385149  22542886
   6.44158   6.44168    0.0143  16294248   4383029  22533886
   6.44144   6.44154    0.0143  16309548   4387249  22564186
   6.44131   6.44141    0.0143  16285348   4382719  22537686
   6.44117   6.44128    0.0143  16278848   4381959  22533086
   6.44103   6.44114    0.0143  16281548   4383409  22544786
   6.44089   6.44100    0.0143  16268748   4379919  22524186
   6.44075   6.44086    0.0143  16291948   4385299  22553286
   6.44061   6.44072    0.0143  16261848   4377489  22516286
   6.44047   6.44058    0.0143  16288248   4386879  22561986
   6.44033   6.44044    0.0143  16243948   4376419  22505386
   6.44019   6.44030    0.0143  16261648   4380799  22535286
   6.44006   6.44016    0.0143  16256048   4378619  22517386
   6.43992   6.44001    0.0143  16254548   4380949  22535186
   6.43978   6.43986    0.0143  16262848   4381019  22547586
   6.43964   6.43972    0.0143  16238148   4377109  22519386
   6.43950   6.43958    0.0143  16242448   4378849  22526286
   6.43936   6.43944    0.0143  16223948   4373459  22499786
   6.43922   6.43930    0.0143  16223248   4373839  22510986
   6.43908   6.43916    0.0143  16221648   4371689  22497086
   6.43894   6.43902    0.0143  16210548   4369799  22492786
   6.43881   6.43888    0.0143  16205948   4369719  22488786
   6.43867   6.43875    0.0143  16189648   4366909  22468886
   6.43853   6.43861    0.0143  16196448   4368039  22483886
   6.43839   6.43848    0.0143  16163648   4360609  22445386
   6.43825   6.43834    0.0143  16186148   4366089  22470786
   6.43811   6.43821    0.0143  16153548   4358589  22436586
   6.43797   6.43808    0.0143  16159448   4359009  22438786
   6.43783   6.43795    0.0143  16129948   4352729  22409386
   6.43769   6.43781    0.0143  16136248   4357079  22428586
   6.43756   6.43768    0.0143  16126048   4352669  22414686
   6.43742   6.43755    0.0143  16131748   4354489  22422286
   6.43728   6.43741    0.0143  16131748   4356739  22428186
   6.43714   6.43728    0.0143  16122948   4355309  22416186
   6.43700   6.43714    0.0143  16139248   4360039  22443586
   6.43686   6.43701    0.0143  16135348   4357079  22432586
   6.43672   6.43687    0.0143  16151648   4365579  22486886
   6.43658   6.43673    0.0143  16159448   4365939  22483686
   6.43644   6.43660    0.0143  16162248   4367909  22494886
   6.43631   6.43646    0.0143  16184048   4374399  22534386
   6.43617   6.43632    0.0143  16164048   4368099  22502586
   6.43603   6.43618    0.0143  16180948   4374839  22536086
   6.43589   6.43604    0.0143  16159348   4368289  22503686
   6.43575   6.43590    0.0143  16196248   4379539  22549386
   6.43561   6.43576    0.0143  16170748   4373769  22531586
   6.43547   6.43562    0.0143  16180948   4378809  22560686
   6.43533   6.43547    0.0143  16178448   4374839  22537586
   6.43519   6.43532    0.0143  16165348   4374969  22542486
   6.43506   6.43518    0.0143  16176648   4376959  22548686
   6.43492   6.43503    0.0143  16164848   4376359  22541686
   6.43478   6.43489    0.0143  16173148   4378179  22549886
   6.43464   6.43474    0.0143  16158548   4375159  22539786
   6.43450   6.43460    0.0143  16161948   4376989  22550186
   6.43436   6.43445    0.0143  16151648   4374689  22546786
   6.43422   6.43430    0.0143  16158448   4375349  22549286
   6.43408   6.43416    0.0143  16163248   4377049  22554286
   6.43394   6.43402    0.0143  16148948   4376099  22552186
   6.43381   6.43387    0.0143  16144848   4374649  22544986
   6.43367   6.43373    0.0143  16124948   4368199  22524186
   6.43353   6.43359    0.0143  16149448   4376479  22568086
   6.43339   6.43345    0.0143  16129148   4371819  22539986
   6.43325   6.43332    0.0143  16149648   4375849  22553786
   6.43311   6.43318    0.0143  16115348   4369609  22521186
   6.43297   6.43304    0.0143  16116148   4369299  22527386
   6.43283   6.43291    0.0143  16100048   4365369  22496986
   6.43269   6.43277    0.0143  16101748   4365829  22505886
   6.43256   6.43264    0.0143  16113948   4369359  22529286
   6.43242   6.43251    0.0143  16099448   4367599  22517286
   6.43228   6.43238    0.0143  16095248   4367159  22510386
   6.43214   6.43225    0.0143  16078148   4361589  22492686
   6.43200   6.43212    0.0143  16075048   4363189  22493086
   6.43186   6.43198    0.0143  16069848   4359089  22489586
   6.43172   6.43185    0.0143  16063448   4360419  22484786
   6.43158   6.43172    0.0143  16064648   4361929  22492786
   6.43144   6.43159    0.0143  16037748   4354409  22458886
   6.43131   6.43146    0.0143  16051048   4358269  22475286
   6.43117   6.43132    0.0143  16030648   4352599  22446286
   6.43103   6.43119    0.0143  16042948   4358459  22470086
   6.43089   6.43105    0.0143  16011248   4348379  22425386
   6.43075   6.43091    0.0143  16029648   4352709  22453686
   6.43061   6.43077    0.0143  16011048   4349199  22429886
   6.43047   6.43063    0.0143  15992048   4345739  22409886
   6.43033   6.43048    0.0143  15986348   4342899  22404986
   6.43019   6.43034    0.0143  15983148   4344289  22405386
   6.43006   6.43019    0.0143  15979548   4339499  22396586
   6.42992   6.43005    0.0143  15951548   4333119  22364486
   6.42978   6.42990    0.0143  15964948   4336919  22380186
   6.42964   6.42976    0.0143  15925048   4328289  22334786
   6.42950   6.42961    0.0143  15920448   4328099  22336286
   6.42936   6.42947    0.0143  15919448   4326959  22326886
   6.42922   6.42933    0.0143  15918448   4327449  22324486
   6.42908   6.42919    0.0143  15918748   4326329  22331886
   6.42894   6.42905    0.0143  15882348   4317829  22284186
   6.42881   6.42891    0.0143  15899248   4323309  22315986
   6.42867   6.42877    0.0143  15866848   4313729  22257386
   6.42853   6.42863    0.0143  15894748   4320139  22299186
   6.42839   6.42850    0.0143  15877148   4317579  22293386
   6.42825   6.42836    0.0143  15895348   4324819  22322986
   6.42811   6.42823    0.0143  15885048   4320979  22298686
   6.42797   6.42810    0.0143  15903448   4324249  22319586
   6.42783   6.42796    0.0143  15913748   4328389  22351886
   6.42769   6.42783    0.0143  15904448   4325959  22340486
   6.42756   6.42770    0.0143  15928848   4331689  22362686
   6.42742   6.42756    0.0143  15919448   4330369  22360886
   6.42728   6.42743    0.0143  15920748   4331369  22374786
   6.42714   6.42729    0.0143  15912648   4329609  22360186
   6.42700   6.42715    0.0143  15910248   4330779  22351986
   6.42686   6.42702    0.0143  15931548   4334589  22380386
   6.42672   6.42688    0.0143  15906848   4330739  22363886
   6.42658   6.42674    0.0143  15932848   4336599  22399286
   6.42644   6.42660    0.0143  15912148   4332129  22368986
   6.42631   6.42646    0.0143  15917948   4332859  22394486
   6.42617   6.42632    0.0143  15893248   4325829  22342286
   6.42603   6.42618    0.0143  15932448   4337109  22405486
   6.42589   6.42604    0.0143  15921448   4334019  22389986
   6.42575   6.42590    0.0143  15919448   4333889  22391886
   6.42561   6.42576    0.0143  15900248   4328329  22365386
   6.42547   6.42561    0.0143  15889448   4327149  22356586
   6.42533   6.42547    0.0143  15899148   4328659  22362886
   6.42519   6.42532    0.0143  15889948   4329609  22376886
   6.42506   6.42517    0.0143  15912948   4335089  22386886
   6.42492   6.42503    0.0143  15891348   4329519  22370786
   6.42478   6.42488    0.0143  15879448   4325829  22354286
   6.42464   6.42473    0.0143  15868948   4322679  22330686
   6.42450   6.42458    0.0143  15874148   4325579  22355586
   6.42436   6.42444    0.0143  15876748   4326019  22366886
   6.42422   6.42429    0.0143  15870248   4323059  22346386
   6.42408   6.42414    0.0143  15885748   4329339  22366386
   6.42394   6.42400    0.0143  15828148   4313729  22300686
   6.42381   6.42386    0.0143  15854548   4320729  22327486
   6.42367   6.42371    0.0143  15838548   4316949  22315986
   6.42353   6.42357    0.0143  15859148   4321419  22334586
   6.42339   6.42344    0.0143  15850348   4317109  22327586
   6.42325   6.42330    0.0143  15843648   4317769  22333486
   6.42311   6.42316    0.0143  15834548   4316059  22314486
   6.42297   6.42302    0.0143  15806348   4310769  22292486
   6.42283   6.42289    0.0143  15826648   4314929  22305686
   6.42269   6.42275    0.0143  15817448   4312139  22294086
   6.42256   6.42262    0.0143  15821048   4314169  22308886
   6.42242   6.42248    0.0143  15806748   4309069  22282686
   6.42228   6.42235    0.0143  15790248   4307309  22267886
   6.42214   6.42222    0.0143  15797348   4307619  22279986
   6.42200   6.42209    0.0143  15782048   4303319  22254586
   6.42186   6.42196    0.0143  15803748   4308499  22288286
   6.42172   6.42183    0.0143  15775248   4303399  22251386
   6.42158   6.42169    0.0143  15775448   4301889  22252086
   6.42144   6.42156    0.0143  15741748   4294009  22206786
   6.42131   6.42143    0.0143  15764448   4300189  22241786
   6.42117   6.42129    0.0143  15740548   4293299  22204486
   6.42103   6.42116    0.0143  15742748   4293379  22217386
   6.42089   6.42102    0.0143  15720048   4287269  22181786
   6.42075   6.42088    0.0143  15714148   4286269  22170286
   6.42061   6.42074    0.0143  15708448   4284819  22161986
   6.42047   6.42059    0.0143  15688148   4279249  22145986
   6.42033   6.42045    0.0143  15715248   4285889  22179086
   6.42019   6.42031    0.0143  15682548   4277949  22127386
   6.42006   6.42016    0.0143  15684048   4279779  22141686
   6.41992   6.42001    0.0143  15676248   4276249  22127586
   6.41978   6.41987    0.0143  15662348   4271819  22103886
   6.41964   6.41973    0.0143  15672848   4275299  22126886
   6.41950   6.41958    0.0143  15669548   4274929  22119886
   6.41936   6.41944    0.0143  15714648   4286449  22189686
   6.41922   6.41930    0.0143  15673848   4277129  22129986
   6.41908   6.41916    0.0143  15704148   4284479  22179986
   6.41894   6.41902    0.0143  15684348   4281039  22161686
   6.41881   6.41889    0.0143  15708948   4286139  22180486
   6.41867   6.41875    0.0143  15711148   4287339  22183086
