  9809     SPring-8 14b2 
 Ir-L21_IrO2_Si  20.07.15 17:56 - 20.07.15 18:08
 IrO2                                                                            
 Ring :   8.0 GeV    99.6 mA -   99.5 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 17.83300 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6554
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       17.64500  14.67000    -0.000460       0.10      6554
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0    55.800    60.800
  17.20616  17.22827     0.100      5337     25995
  17.20570  17.22776     0.100      5347     26050
  17.20524  17.22727     0.100      5361     26090
  17.20478  17.22680     0.100      5342     26023
  17.20432  17.22634     0.100      5358     26112
  17.20386  17.22589     0.100      5339     26026
  17.20340  17.22545     0.100      5335     26027
  17.20294  17.22502     0.100      5346     26035
  17.20248  17.22461     0.100      5332     25996
  17.20202  17.22424     0.100      5352     26090
  17.20156  17.22387     0.100      5339     26024
  17.20110  17.22348     0.100      5348     26063
  17.20064  17.22309     0.100      5356     26122
  17.20018  17.22268     0.100      5356     26121
  17.19972  17.22228     0.100      5360     26135
  17.19926  17.22187     0.100      5356     26125
  17.19880  17.22142     0.100      5357     26138
  17.19834  17.22093     0.100      5360     26149
  17.19788  17.22042     0.100      5352     26090
  17.19742  17.21992     0.100      5353     26112
  17.19696  17.21944     0.100      5347     26094
  17.19650  17.21896     0.100      5368     26176
  17.19604  17.21846     0.100      5371     26219
  17.19558  17.21795     0.100      5367     26170
  17.19512  17.21744     0.100      5367     26190
  17.19466  17.21697     0.100      5359     26141
  17.19420  17.21651     0.100      5374     26233
  17.19374  17.21606     0.100      5379     26249
  17.19328  17.21561     0.100      5369     26204
  17.19282  17.21517     0.100      5378     26262
  17.19236  17.21476     0.100      5353     26132
  17.19190  17.21437     0.100      5385     26284
  17.19144  17.21400     0.100      5368     26201
  17.19098  17.21363     0.100      5367     26201
  17.19052  17.21324     0.100      5381     26267
  17.19006  17.21283     0.100      5358     26150
  17.18960  17.21242     0.100      5385     26299
  17.18914  17.21202     0.100      5368     26192
  17.18868  17.21159     0.100      5366     26178
  17.18822  17.21112     0.100      5373     26222
  17.18776  17.21061     0.100      5358     26159
  17.18730  17.21011     0.100      5396     26344
  17.18684  17.20962     0.100      5375     26220
  17.18638  17.20914     0.100      5385     26294
  17.18592  17.20865     0.100      5386     26275
  17.18546  17.20813     0.100      5365     26190
  17.18500  17.20762     0.100      5390     26304
  17.18454  17.20713     0.100      5366     26183
  17.18408  17.20667     0.100      5396     26329
  17.18362  17.20622     0.100      5376     26222
  17.18316  17.20576     0.100      5371     26192
  17.18270  17.20532     0.100      5397     26314
  17.18224  17.20489     0.100      5369     26183
  17.18178  17.20450     0.100      5390     26276
  17.18132  17.20412     0.100      5379     26217
  17.18086  17.20375     0.100      5382     26242
  17.18040  17.20336     0.100      5395     26279
  17.17994  17.20296     0.100      5366     26161
  17.17948  17.20255     0.100      5406     26321
  17.17902  17.20215     0.100      5381     26216
  17.17856  17.20173     0.100      5383     26206
  17.17810  17.20127     0.100      5393     26263
  17.17764  17.20077     0.100      5371     26159
  17.17718  17.20026     0.100      5407     26306
  17.17672  17.19976     0.100      5389     26219
  17.17626  17.19929     0.100      5401     26247
  17.17580  17.19880     0.100      5404     26253
  17.17534  17.19829     0.100      5387     26181
  17.17488  17.19778     0.100      5412     26279
  17.17442  17.19729     0.100      5391     26152
  17.17396  17.19682     0.100      5395     26185
  17.17350  17.19637     0.100      5400     26188
  17.17304  17.19592     0.100      5383     26092
  17.17258  17.19548     0.100      5412     26221
  17.17212  17.19505     0.100      5395     26123
  17.17166  17.19464     0.100      5396     26104
  17.17120  17.19426     0.100      5401     26096
  17.17074  17.19389     0.100      5397     26064
  17.17028  17.19350     0.100      5400     26065
  17.16982  17.19310     0.100      5400     26044
  17.16936  17.19269     0.100      5409     26059
  17.16890  17.19229     0.100      5402     26005
  17.16844  17.19189     0.100      5404     25993
  17.16798  17.19145     0.100      5411     25991
  17.16752  17.19096     0.100      5408     25954
  17.16706  17.19045     0.100      5420     25975
  17.16660  17.18994     0.100      5410     25882
  17.16614  17.18945     0.100      5415     25867
  17.16568  17.18897     0.100      5421     25863
  17.16522  17.18847     0.100      5415     25778
  17.16476  17.18795     0.100      5419     25743
  17.16430  17.18746     0.100      5422     25699
  17.16384  17.18698     0.100      5412     25609
  17.16338  17.18652     0.100      5416     25554
  17.16292  17.18608     0.100      5415     25463
  17.16246  17.18563     0.100      5413     25374
  17.16200  17.18518     0.100      5421     25332
  17.16154  17.18476     0.100      5415     25208
  17.16108  17.18438     0.100      5413     25109
  17.16062  17.18401     0.100      5420     25023
  17.16016  17.18363     0.100      5429     24932
  17.15970  17.18323     0.100      5415     24745
  17.15924  17.18283     0.100      5414     24590
  17.15878  17.18242     0.100      5436     24514
  17.15832  17.18202     0.100      5435     24320
  17.15786  17.18159     0.100      5436     24117
  17.15740  17.18111     0.100      5421     23805
  17.15694  17.18060     0.100      5429     23571
  17.15648  17.18009     0.100      5432     23296
  17.15602  17.17960     0.100      5442     22999
  17.15556  17.17912     0.100      5429     22580
  17.15510  17.17862     0.100      5422     22110
  17.15464  17.17811     0.100      5438     21696
  17.15418  17.17760     0.100      5440     21169
  17.15372  17.17711     0.100      5446     20577
  17.15326  17.17665     0.100      5437     19885
  17.15280  17.17619     0.100      5425     19117
  17.15234  17.17574     0.100      5440     18338
  17.15188  17.17529     0.100      5431     17464
  17.15142  17.17486     0.100      5439     16610
  17.15096  17.17447     0.100      5439     15711
  17.15050  17.17410     0.100      5428     14779
  17.15004  17.17373     0.100      5431     13922
  17.14958  17.17334     0.100      5434     13148
  17.14912  17.17293     0.100      5428     12442
  17.14866  17.17253     0.100      5443     11880
  17.14820  17.17212     0.100      5433     11410
  17.14774  17.17170     0.100      5450     11133
  17.14728  17.17124     0.100      5445     10964
  17.14682  17.17074     0.100      5457     10963
  17.14636  17.17023     0.100      5439     11054
  17.14590  17.16974     0.100      5444     11299
  17.14544  17.16925     0.100      5458     11686
  17.14498  17.16877     0.100      5448     12095
  17.14452  17.16826     0.100      5463     12645
  17.14406  17.16774     0.100      5462     13203
  17.14360  17.16725     0.100      5456     13782
  17.14314  17.16678     0.100      5459     14410
  17.14268  17.16633     0.100      5438     14944
  17.14222  17.16588     0.100      5466     15623
  17.14176  17.16543     0.100      5457     16167
  17.14130  17.16500     0.100      5457     16702
  17.14084  17.16460     0.100      5472     17251
  17.14038  17.16422     0.100      5453     17634
  17.13992  17.16385     0.100      5471     18117
  17.13946  17.16346     0.100      5464     18454
  17.13900  17.16306     0.100      5470     18789
  17.13854  17.16265     0.100      5483     19117
  17.13808  17.16225     0.100      5460     19271
  17.13762  17.16183     0.100      5480     19550
  17.13716  17.16138     0.100      5470     19684
  17.13670  17.16089     0.100      5477     19842
  17.13624  17.16038     0.100      5477     19954
  17.13578  17.15988     0.100      5466     19988
  17.13532  17.15940     0.100      5487     20133
  17.13486  17.15891     0.100      5468     20102
  17.13440  17.15841     0.100      5488     20212
  17.13394  17.15789     0.100      5482     20207
  17.13348  17.15739     0.100      5477     20188
  17.13302  17.15691     0.100      5483     20216
  17.13256  17.15646     0.100      5473     20157
  17.13210  17.15601     0.100      5478     20140
  17.13164  17.15555     0.100      5483     20116
  17.13118  17.15511     0.100      5472     20045
  17.13072  17.15470     0.100      5479     20047
  17.13026  17.15432     0.100      5477     19948
  17.12980  17.15395     0.100      5491     19970
  17.12934  17.15357     0.100      5492     19917
  17.12888  17.15317     0.100      5486     19840
  17.12842  17.15276     0.100      5496     19827
  17.12796  17.15235     0.100      5488     19751
  17.12750  17.15194     0.100      5493     19728
  17.12704  17.15151     0.100      5483     19651
  17.12658  17.15103     0.100      5479     19586
  17.12612  17.15051     0.100      5497     19610
  17.12566  17.15000     0.100      5483     19522
  17.12520  17.14951     0.100      5508     19578
  17.12474  17.14902     0.100      5485     19467
  17.12428  17.14852     0.100      5500     19484
  17.12382  17.14801     0.100      5499     19447
  17.12336  17.14750     0.100      5474     19333
  17.12290  17.14702     0.100      5505     19402
  17.12244  17.14656     0.100      5495     19319
  17.12198  17.14611     0.100      5508     19341
  17.12152  17.14566     0.100      5503     19273
  17.12106  17.14521     0.100      5498     19222
  17.12060  17.14479     0.100      5518     19255
  17.12014  17.14440     0.100      5497     19118
  17.11968  17.14403     0.100      5514     19152
  17.11922  17.14365     0.100      5510     19112
  17.11876  17.14325     0.100      5511     19076
  17.11830  17.14285     0.100      5519     19062
  17.11784  17.14244     0.100      5502     18953
  17.11738  17.14204     0.100      5503     18912
  17.11692  17.14161     0.100      5498     18847
  17.11646  17.14114     0.100      5502     18819
  17.11600  17.14063     0.100      5506     18774
  17.11554  17.14012     0.100      5513     18750
  17.11508  17.13963     0.100      5499     18642
  17.11462  17.13915     0.100      5498     18585
  17.11416  17.13866     0.100      5518     18583
  17.11370  17.13814     0.100      5527     18562
  17.11324  17.13763     0.100      5508     18439
  17.11278  17.13715     0.100      5524     18427
  17.11232  17.13668     0.100      5514     18361
  17.11186  17.13622     0.100      5513     18301
  17.11140  17.13577     0.100      5507     18250
  17.11094  17.13532     0.100      5514     18236
  17.11048  17.13489     0.100      5523     18237
  17.11002  17.13450     0.100      5509     18173
  17.10956  17.13412     0.100      5506     18141
  17.10910  17.13375     0.100      5512     18148
  17.10864  17.13336     0.100      5506     18129
  17.10818  17.13295     0.100      5528     18188
  17.10772  17.13254     0.100      5513     18138
  17.10726  17.13214     0.100      5530     18179
  17.10680  17.13172     0.100      5527     18171
  17.10634  17.13126     0.100      5530     18166
  17.10588  17.13076     0.100      5515     18116
  17.10542  17.13024     0.100      5502     18054
  17.10496  17.12974     0.100      5525     18110
  17.10450  17.12926     0.100      5536     18125
  17.10404  17.12877     0.100      5526     18077
  17.10358  17.12826     0.100      5526     18050
  17.10312  17.12774     0.100      5529     18019
  17.10266  17.12725     0.100      5528     18004
  17.10220  17.12678     0.100      5520     17943
  17.10174  17.12632     0.100      5520     17915
  17.10128  17.12587     0.100      5522     17873
  17.10082  17.12542     0.100      5526     17837
  17.10036  17.12498     0.100      5519     17800
  17.09990  17.12458     0.100      5529     17783
  17.09944  17.12420     0.100      5528     17731
  17.09898  17.12382     0.100      5533     17709
  17.09852  17.12343     0.100      5525     17643
  17.09806  17.12303     0.100      5532     17625
  17.09760  17.12262     0.100      5547     17620
  17.09714  17.12221     0.100      5528     17537
  17.09668  17.12179     0.100      5531     17499
  17.09622  17.12134     0.100      5526     17455
  17.09576  17.12084     0.100      5543     17459
  17.09530  17.12033     0.100      5532     17381
  17.09484  17.11982     0.100      5543     17391
  17.09438  17.11934     0.100      5537     17332
  17.09392  17.11885     0.100      5534     17290
  17.09346  17.11834     0.100      5547     17313
  17.09300  17.11783     0.100      5537     17244
  17.09254  17.11733     0.100      5551     17267
  17.09208  17.11686     0.100      5528     17170
  17.09162  17.11641     0.100      5552     17190
  17.09116  17.11595     0.100      5558     17187
  17.09070  17.11550     0.100      5524     17058
  17.09024  17.11506     0.100      5558     17113
  17.08978  17.11466     0.100      5541     17043
  17.08932  17.11427     0.100      5543     17015
  17.08886  17.11390     0.100      5549     16995
  17.08840  17.11352     0.100      5536     16918
  17.08794  17.11311     0.100      5568     16981
  17.08748  17.11271     0.100      5558     16915
  17.08702  17.11230     0.100      5566     16908
  17.08656  17.11189     0.100      5567     16871
  17.08610  17.11145     0.100      5547     16782
  17.08564  17.11097     0.100      5571     16822
  17.08518  17.11045     0.100      5538     16695
  17.08472  17.10995     0.100      5557     16721
  17.08426  17.10946     0.100      5559     16703
  17.08380  17.10898     0.100      5545     16629
  17.08334  17.10848     0.100      5576     16706
  17.08288  17.10796     0.100      5552     16607
  17.08242  17.10746     0.100      5583     16680
  17.08196  17.10698     0.100      5567     16616
  17.08150  17.10652     0.100      5559     16583
  17.08104  17.10607     0.100      5581     16628
  17.08058  17.10562     0.100      5563     16575
  17.08012  17.10518     0.100      5595     16652
  17.07966  17.10476     0.100      5565     16565
  17.07920  17.10437     0.100      5558     16544
  17.07874  17.10399     0.100      5580     16606
  17.07828  17.10361     0.100      5551     16533
  17.07782  17.10322     0.100      5587     16641
  17.07736  17.10281     0.100      5570     16615
  17.07690  17.10241     0.100      5584     16661
  17.07644  17.10200     0.100      5586     16690
  17.07598  17.10157     0.100      5561     16632
  17.07552  17.10109     0.100      5583     16728
  17.07506  17.10058     0.100      5567     16696
  17.07460  17.10007     0.100      5582     16788
  17.07414  17.09958     0.100      5571     16760
  17.07368  17.09910     0.100      5573     16817
  17.07322  17.09861     0.100      5578     16858
  17.07276  17.09809     0.100      5575     16889
  17.07230  17.09758     0.100      5598     16995
  17.07184  17.09710     0.100      5586     17002
  17.07138  17.09664     0.100      5587     17043
  17.07092  17.09618     0.100      5608     17141
  17.07046  17.09573     0.100      5577     17095
  17.07000  17.09527     0.100      5599     17200
  17.06954  17.09485     0.100      5601     17246
  17.06908  17.09445     0.100      5590     17251
  17.06862  17.09408     0.100      5602     17338
  17.06816  17.09370     0.100      5600     17360
  17.06770  17.09331     0.100      5596     17399
  17.06724  17.09291     0.100      5594     17442
  17.06678  17.09250     0.100      5598     17491
  17.06632  17.09210     0.100      5613     17566
  17.06586  17.09167     0.100      5585     17533
  17.06540  17.09121     0.100      5595     17599
  17.06494  17.09070     0.100      5592     17621
  17.06448  17.09019     0.100      5598     17675
  17.06402  17.08970     0.100      5599     17726
  17.06356  17.08922     0.100      5601     17779
  17.06310  17.08873     0.100      5611     17827
  17.06264  17.08822     0.100      5609     17869
  17.06218  17.08771     0.100      5605     17894
  17.06172  17.08722     0.100      5616     17956
  17.06126  17.08676     0.100      5608     17954
  17.06080  17.08630     0.100      5612     18006
  17.06034  17.08585     0.100      5610     18033
  17.05988  17.08540     0.100      5614     18063
  17.05942  17.08497     0.100      5599     18051
  17.05896  17.08457     0.100      5614     18125
  17.05850  17.08420     0.100      5610     18138
  17.05804  17.08383     0.100      5610     18149
  17.05758  17.08344     0.100      5614     18196
  17.05712  17.08304     0.100      5609     18211
  17.05666  17.08263     0.100      5621     18266
  17.05620  17.08223     0.100      5615     18282
  17.05574  17.08182     0.100      5615     18303
  17.05528  17.08137     0.100      5612     18312
  17.05482  17.08088     0.100      5615     18349
  17.05436  17.08037     0.100      5622     18395
  17.05390  17.07987     0.100      5628     18426
  17.05344  17.07938     0.100      5621     18441
  17.05298  17.07890     0.100      5608     18429
  17.05252  17.07840     0.100      5622     18492
  17.05206  17.07789     0.100      5623     18485
  17.05160  17.07739     0.100      5623     18531
  17.05114  17.07691     0.100      5624     18546
  17.05068  17.07646     0.100      5636     18605
  17.05022  17.07601     0.100      5620     18576
  17.04976  17.07556     0.100      5627     18601
  17.04930  17.07512     0.100      5623     18618
  17.04884  17.07471     0.100      5626     18650
  17.04838  17.07433     0.100      5635     18684
  17.04792  17.07396     0.100      5635     18709
  17.04746  17.07357     0.100      5627     18710
  17.04700  17.07318     0.100      5621     18686
  17.04654  17.07277     0.100      5628     18741
  17.04608  17.07237     0.100      5638     18773
  17.04562  17.07196     0.100      5632     18776
  17.04516  17.07153     0.100      5642     18814
  17.04470  17.07105     0.100      5615     18749
  17.04424  17.07054     0.100      5624     18792
  17.04378  17.07003     0.100      5639     18854
  17.04332  17.06954     0.100      5629     18819
  17.04286  17.06906     0.100      5632     18864
  17.04240  17.06857     0.100      5632     18856
  17.04194  17.06805     0.100      5645     18915
  17.04148  17.06754     0.100      5635     18877
  17.04102  17.06706     0.100      5635     18890
  17.04056  17.06660     0.100      5638     18903
  17.04010  17.06615     0.100      5613     18826
  17.03964  17.06569     0.100      5640     18924
  17.03918  17.06525     0.100      5617     18852
  17.03872  17.06483     0.100      5630     18897
  17.03826  17.06444     0.100      5645     18944
  17.03780  17.06406     0.100      5635     18926
  17.03734  17.06369     0.100      5646     18970
  17.03688  17.06330     0.100      5648     18966
  17.03642  17.06289     0.100      5646     18967
  17.03596  17.06249     0.100      5658     18994
  17.03550  17.06209     0.100      5653     18987
  17.03504  17.06167     0.100      5651     18980
  17.03458  17.06121     0.100      5658     18991
  17.03412  17.06070     0.100      5648     18971
  17.03366  17.06019     0.100      5677     19047
  17.03320  17.05970     0.100      5641     18931
  17.03274  17.05922     0.100      5666     19008
  17.03228  17.05873     0.100      5650     18954
  17.03182  17.05823     0.100      5656     18974
  17.03136  17.05772     0.100      5677     19033
  17.03090  17.05723     0.100      5651     18929
  17.03044  17.05677     0.100      5677     19025
  17.02998  17.05631     0.100      5649     18909
  17.02952  17.05586     0.100      5655     18935
  17.02906  17.05541     0.100      5652     18918
  17.02860  17.05498     0.100      5649     18885
  17.02814  17.05458     0.100      5670     18950
  17.02768  17.05420     0.100      5654     18894
  17.02722  17.05383     0.100      5664     18921
  17.02676  17.05345     0.100      5653     18880
  17.02630  17.05305     0.100      5652     18863
  17.02584  17.05264     0.100      5688     18984
  17.02538  17.05224     0.100      5656     18872
  17.02492  17.05183     0.100      5676     18904
  17.02446  17.05138     0.100      5672     18887
  17.02400  17.05089     0.100      5667     18872
  17.02354  17.05038     0.100      5682     18927
  17.02308  17.04988     0.100      5673     18875
  17.02262  17.04940     0.100      5679     18914
  17.02216  17.04892     0.100      5681     18886
  17.02170  17.04842     0.100      5670     18848
  17.02124  17.04791     0.100      5683     18890
  17.02078  17.04741     0.100      5661     18812
  17.02032  17.04694     0.100      5678     18853
  17.01986  17.04648     0.100      5676     18832
  17.01940  17.04603     0.100      5672     18814
  17.01894  17.04558     0.100      5690     18864
  17.01848  17.04514     0.100      5676     18815
  17.01802  17.04473     0.100      5685     18845
  17.01756  17.04434     0.100      5669     18787
  17.01710  17.04397     0.100      5691     18845
  17.01664  17.04360     0.100      5696     18844
  17.01618  17.04320     0.100      5676     18778
  17.01572  17.04280     0.100      5688     18813
  17.01526  17.04239     0.100      5673     18764
  17.01480  17.04199     0.100      5689     18805
  17.01434  17.04156     0.100      5697     18825
  17.01388  17.04108     0.100      5692     18812
  17.01342  17.04057     0.100      5691     18809
  17.01296  17.04006     0.100      5678     18754
  17.01250  17.03957     0.100      5695     18808
  17.01204  17.03909     0.100      5694     18797
  17.01158  17.03859     0.100      5693     18782
  17.01112  17.03808     0.100      5691     18775
  17.01066  17.03757     0.100      5674     18711
  17.01020  17.03709     0.100      5680     18739
  17.00974  17.03664     0.100      5665     18681
  17.00928  17.03618     0.100      5685     18735
  17.00882  17.03573     0.100      5676     18717
  17.00836  17.03529     0.100      5674     18692
  17.00790  17.03487     0.100      5687     18731
  17.00744  17.03448     0.100      5695     18752
  17.00698  17.03411     0.100      5701     18767
  17.00652  17.03373     0.100      5703     18774
  17.00606  17.03334     0.100      5713     18795
  17.00560  17.03294     0.100      5703     18772
  17.00514  17.03254     0.100      5698     18746
  17.00468  17.03214     0.100      5701     18743
  17.00422  17.03172     0.100      5701     18746
  17.00376  17.03126     0.100      5707     18761
  17.00330  17.03076     0.100      5714     18776
  17.00284  17.03026     0.100      5710     18757
  17.00238  17.02976     0.100      5717     18778
  17.00192  17.02929     0.100      5711     18759
  17.00146  17.02880     0.100      5701     18724
  17.00100  17.02829     0.100      5717     18770
  17.00054  17.02778     0.100      5722     18768
  17.00008  17.02729     0.100      5722     18775
  16.99962  17.02682     0.100      5723     18776
  16.99916  17.02637     0.100      5711     18732
  16.99870  17.02592     0.100      5726     18770
  16.99824  17.02547     0.100      5713     18734
  16.99778  17.02504     0.100      5722     18760
  16.99732  17.02464     0.100      5719     18750
  16.99686  17.02426     0.100      5737     18790
  16.99640  17.02388     0.100      5724     18765
  16.99594  17.02350     0.100      5722     18742
  16.99548  17.02310     0.100      5731     18781
  16.99502  17.02270     0.100      5730     18769
  16.99456  17.02230     0.100      5728     18747
  16.99410  17.02189     0.100      5729     18752
  16.99364  17.02146     0.100      5737     18778
  16.99318  17.02098     0.100      5732     18759
  16.99272  17.02046     0.100      5727     18743
  16.99226  17.01996     0.100      5737     18761
  16.99180  17.01947     0.100      5723     18719
  16.99134  17.01899     0.100      5731     18735
  16.99088  17.01850     0.100      5745     18761
  16.99042  17.01798     0.100      5738     18752
  16.98996  17.01748     0.100      5744     18744
  16.98950  17.01701     0.100      5731     18721
  16.98904  17.01655     0.100      5747     18742
  16.98858  17.01611     0.100      5741     18739
  16.98812  17.01565     0.100      5745     18750
  16.98766  17.01521     0.100      5750     18746
  16.98720  17.01479     0.100      5730     18700
  16.98674  17.01440     0.100      5747     18736
  16.98628  17.01403     0.100      5738     18708
  16.98582  17.01365     0.100      5744     18714
  16.98536  17.01326     0.100      5763     18781
  16.98490  17.01286     0.100      5732     18669
  16.98444  17.01246     0.100      5756     18745
  16.98398  17.01205     0.100      5743     18696
  16.98352  17.01162     0.100      5745     18697
  16.98306  17.01115     0.100      5748     18692
  16.98260  17.01064     0.100      5723     18621
  16.98214  17.01013     0.100      5758     18717
  16.98168  17.00964     0.100      5741     18668
  16.98122  17.00916     0.100      5753     18689
  16.98076  17.00868     0.100      5758     18708
  16.98030  17.00817     0.100      5745     18668
  16.97984  17.00766     0.100      5766     18716
  16.97938  17.00718     0.100      5743     18648
  16.97892  17.00672     0.100      5767     18723
  16.97846  17.00626     0.100      5764     18718
  16.97800  17.00581     0.100      5746     18652
  16.97754  17.00537     0.100      5781     18759
  16.97708  17.00494     0.100      5760     18684
  16.97662  17.00454     0.100      5772     18725
  16.97616  17.00417     0.100      5770     18717
  16.97570  17.00380     0.100      5756     18677
  16.97524  17.00342     0.100      5769     18710
  16.97478  17.00302     0.100      5754     18664
  16.97432  17.00261     0.100      5767     18703
  16.97386  17.00221     0.100      5770     18713
  16.97340  17.00180     0.100      5769     18706
  16.97294  17.00135     0.100      5776     18725
  16.97248  17.00086     0.100      5761     18680
  16.97202  17.00035     0.100      5767     18706
  16.97156  16.99985     0.100      5750     18653
  16.97110  16.99937     0.100      5772     18721
  16.97064  16.99889     0.100      5782     18743
  16.97018  16.99839     0.100      5769     18717
  16.96972  16.99788     0.100      5774     18726
  16.96926  16.99738     0.100      5770     18717
  16.96880  16.99691     0.100      5770     18720
  16.96834  16.99646     0.100      5780     18763
  16.96788  16.99600     0.100      5768     18719
  16.96742  16.99555     0.100      5785     18788
  16.96696  16.99511     0.100      5783     18774
  16.96650  16.99471     0.100      5779     18795
  16.96604  16.99433     0.100      5788     18806
  16.96558  16.99396     0.100      5761     18724
  16.96512  16.99358     0.100      5769     18759
  16.96466  16.99318     0.100      5749     18707
  16.96420  16.99278     0.100      5762     18755
  16.96374  16.99237     0.100      5754     18733
  16.96328  16.99197     0.100      5755     18762
  16.96282  16.99154     0.100      5778     18829
  16.96236  16.99106     0.100      5761     18789
  16.96190  16.99056     0.100      5783     18881
  16.96144  16.99004     0.100      5772     18846
  16.96098  16.98956     0.100      5792     18908
  16.96052  16.98908     0.100      5789     18913
  16.96006  16.98859     0.100      5785     18921
  16.95960  16.98808     0.100      5806     18998
  16.95914  16.98757     0.100      5790     18954
  16.95868  16.98709     0.100      5790     18963
  16.95822  16.98663     0.100      5790     18972
  16.95776  16.98618     0.100      5782     18970
  16.95730  16.98573     0.100      5792     19019
  16.95684  16.98528     0.100      5786     18989
  16.95638  16.98486     0.100      5786     19008
  16.95592  16.98446     0.100      5789     19026
  16.95546  16.98409     0.100      5788     19044
  16.95500  16.98371     0.100      5790     19061
  16.95454  16.98332     0.100      5790     19082
  16.95408  16.98292     0.100      5792     19089
  16.95362  16.98252     0.100      5792     19109
  16.95316  16.98212     0.100      5798     19139
  16.95270  16.98170     0.100      5799     19154
  16.95224  16.98124     0.100      5785     19131
  16.95178  16.98074     0.100      5802     19189
  16.95132  16.98023     0.100      5808     19220
  16.95086  16.97974     0.100      5799     19202
  16.95040  16.97926     0.100      5812     19254
  16.94994  16.97877     0.100      5804     19252
  16.94948  16.97826     0.100      5825     19314
  16.94902  16.97776     0.100      5812     19299
  16.94856  16.97727     0.100      5800     19268
  16.94810  16.97681     0.100      5805     19307
  16.94764  16.97635     0.100      5806     19311
  16.94718  16.97591     0.100      5806     19321
  16.94672  16.97546     0.100      5816     19355
  16.94626  16.97503     0.100      5831     19416
  16.94580  16.97462     0.100      5815     19378
  16.94534  16.97424     0.100      5800     19356
  16.94488  16.97387     0.100      5805     19366
  16.94442  16.97349     0.100      5800     19360
  16.94396  16.97310     0.100      5813     19417
  16.94350  16.97270     0.100      5808     19418
  16.94304  16.97230     0.100      5808     19416
  16.94258  16.97189     0.100      5812     19453
  16.94212  16.97145     0.100      5818     19463
  16.94166  16.97097     0.100      5829     19501
  16.94120  16.97046     0.100      5820     19478
  16.94074  16.96995     0.100      5819     19489
  16.94028  16.96947     0.100      5814     19483
  16.93982  16.96899     0.100      5800     19452
  16.93936  16.96849     0.100      5821     19513
  16.93890  16.96798     0.100      5808     19486
  16.93844  16.96748     0.100      5819     19541
  16.93798  16.96701     0.100      5822     19557
  16.93752  16.96655     0.100      5818     19533
  16.93706  16.96610     0.100      5839     19611
  16.93660  16.96565     0.100      5817     19561
  16.93614  16.96521     0.100      5826     19583
  16.93568  16.96479     0.100      5820     19575
  16.93522  16.96441     0.100      5801     19516
  16.93476  16.96404     0.100      5815     19578
  16.93430  16.96366     0.100      5792     19503
  16.93384  16.96327     0.100      5823     19603
  16.93338  16.96287     0.100      5813     19593
  16.93292  16.96247     0.100      5799     19544
  16.93246  16.96206     0.100      5834     19663
  16.93200  16.96164     0.100      5822     19620
  16.93154  16.96117     0.100      5849     19712
  16.93108  16.96067     0.100      5828     19652
  16.93062  16.96016     0.100      5842     19693
  16.93016  16.95967     0.100      5837     19699
  16.92970  16.95919     0.100      5824     19653
  16.92924  16.95870     0.100      5849     19749
  16.92878  16.95819     0.100      5822     19652
  16.92832  16.95768     0.100      5842     19723
  16.92786  16.95719     0.100      5844     19734
  16.92740  16.95673     0.100      5832     19716
  16.92694  16.95627     0.100      5849     19763
  16.92648  16.95582     0.100      5830     19729
  16.92602  16.95537     0.100      5848     19776
  16.92556  16.95494     0.100      5848     19798
  16.92510  16.95454     0.100      5845     19782
  16.92464  16.95417     0.100      5862     19850
  16.92418  16.95380     0.100      5839     19785
  16.92372  16.95342     0.100      5856     19835
  16.92326  16.95302     0.100      5845     19807
  16.92280  16.95261     0.100      5851     19843
  16.92234  16.95221     0.100      5851     19850
  16.92188  16.95180     0.100      5841     19814
  16.92142  16.95135     0.100      5859     19884
  16.92096  16.95086     0.100      5851     19860
  16.92050  16.95035     0.100      5854     19875
  16.92004  16.94986     0.100      5866     19932
  16.91958  16.94937     0.100      5845     19870
  16.91912  16.94889     0.100      5865     19939
  16.91866  16.94839     0.100      5843     19898
  16.91820  16.94787     0.100      5861     19935
  16.91774  16.94738     0.100      5858     19941
  16.91728  16.94691     0.100      5848     19919
  16.91682  16.94646     0.100      5868     19992
  16.91636  16.94601     0.100      5842     19921
  16.91590  16.94556     0.100      5863     19971
  16.91544  16.94513     0.100      5849     19949
  16.91498  16.94472     0.100      5851     19959
  16.91452  16.94434     0.100      5870     20015
  16.91406  16.94396     0.100      5854     19973
  16.91360  16.94358     0.100      5871     20038
  16.91314  16.94319     0.100      5867     20018
  16.91268  16.94278     0.100      5860     20013
  16.91222  16.94238     0.100      5857     20017
  16.91176  16.94198     0.100      5854     20011
  16.91130  16.94155     0.100      5873     20080
  16.91084  16.94107     0.100      5870     20055
  16.91038  16.94057     0.100      5862     20034
  16.90992  16.94006     0.100      5867     20062
  16.90946  16.93957     0.100      5873     20079
  16.90900  16.93909     0.100      5878     20095
  16.90854  16.93860     0.100      5860     20043
  16.90808  16.93809     0.100      5859     20027
  16.90762  16.93758     0.100      5857     20034
  16.90716  16.93710     0.100      5840     19976
  16.90670  16.93664     0.100      5858     20039
